Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
53,O.J. Howard,FA,11,19,146,13.3,33,2,2,0,0,0,0,4,26.6,6.7,0.0%,2020,TE,Full
54,James O'Shaughnessy,FA,28,38,262,9.4,26,3,0,0,0,0,0,15,26.2,1.7,0.0%,2020,TE,Full
55,Foster Moreau,NO,7,9,140,20.0,47,4,2,0,0,0,0,16,26.0,1.6,2.4%,2020,TE,Full
56,Tyler Conklin,NYJ,19,26,194,10.2,30,2,1,0,0,0,0,16,25.4,1.6,19.2%,2020,TE,Full
57,Jesse James,FA,14,22,129,9.2,31,2,2,0,0,0,0,16,24.9,1.6,0.0%,2020,TE,Full
58,Nick Boyle,FA,14,17,113,8.1,21,1,2,0,0,0,0,9,23.3,2.6,0.0%,2020,TE,Full
59,Adam Trautman,DEN,15,16,171,11.4,41,2,1,0,0,0,0,15,23.1,1.5,1.1%,2020,TE,Full
60,Ian Thomas,CAR,20,31,145,7.3,21,1,1,0,0,0,0,16,20.5,1.3,0.0%,2020,TE,Full
61,Jason Witten,FA,13,17,69,5.3,15,0,2,0,0,0,0,16,18.9,1.2,1.0%,2020,TE,Full
62,Albert Okwuegbunam Jr.,IND,11,15,121,11.0,27,1,1,0,0,0,0,4,18.1,4.5,0.0%,2020,TE,Full
63,Ryan Izzo,FA,13,20,199,15.3,50,3,0,0,0,0,1,12,17.9,1.5,0.0%,2020,TE,Full
64,Jace Sternberger,FA,12,15,114,9.5,27,2,1,0,0,0,0,12,17.4,1.5,0.0%,2020,TE,Full
65,MyCole Pruitt,PIT,5,8,49,9.8,22,1,2,0,0,0,0,11,16.9,1.5,1.6%,2020,TE,Full
66,Maxx Williams,FA,8,10,102,12.8,42,2,1,0,0,0,0,9,16.2,1.8,0.0%,2020,TE,Full
67,Lee Smith,FA,4,6,35,8.8,27,1,2,0,0,0,0,10,15.5,1.6,0.0%,2020,TE,Full
68,Nick Vannett,TEN,14,21,95,6.8,19,0,1,0,0,0,0,15,15.5,1.0,0.0%,2020,TE,Full
69,Darrell Daniels,FA,8,11,92,11.5,31,2,1,0,0,0,0,12,15.2,1.3,0.0%,2020,TE,Full
70,C.J. Uzomah,PHI,8,11,87,10.9,23,1,1,0,0,0,0,2,14.7,7.4,0.0%,2020,TE,Full
71,Geoff Swaim,CLE,9,12,83,9.2,16,0,1,0,0,0,0,10,14.3,1.4,0.0%,2020,TE,Full
72,Troy Fumagalli,FA,8,15,80,10.0,29,1,1,0,0,0,0,8,14.0,1.8,0.0%,2020,TE,Full
73,Kaden Smith,FA,18,21,112,6.2,16,0,0,0,0,0,0,15,11.2,0.7,0.0%,2020,TE,Full
74,Blake Bell,FA,11,15,110,10.0,24,1,0,1,2,0,0,16,11.2,0.7,0.0%,2020,TE,Full
75,Virgil Green,FA,3,6,50,16.7,26,1,1,0,0,0,0,6,11.0,1.8,0.0%,2020,TE,Full
76,Stephen Anderson,FA,8,11,106,13.3,23,1,0,0,0,0,0,16,10.6,0.7,0.0%,2020,TE,Full
77,Josh Hill,FA,8,10,46,5.8,16,0,1,0,0,0,0,14,10.6,0.8,0.0%,2020,TE,Full
78,Vance McDonald,FA,15,20,99,6.6,15,0,0,0,0,0,0,14,9.9,0.7,0.0%,2020,TE,Full
79,Devin Asiasi,FA,2,7,39,19.5,26,1,1,0,0,0,0,8,9.9,1.2,0.0%,2020,TE,Full
80,Dominique Dafney,CAR,2,2,26,13.0,13,0,1,0,0,0,0,5,8.6,1.7,0.0%,2020,TE,Full
81,Ryan Griffin,FA,9,12,86,9.6,23,1,0,0,0,0,0,15,8.6,0.6,0.0%,2020,TE,Full
82,Colin Thompson,FA,1,2,7,7.0,7,0,1,0,0,0,0,15,6.7,0.4,0.0%,2020,TE,Full
83,Luke Stocker,FA,7,11,63,9.0,25,1,0,0,0,0,0,16,6.3,0.4,3.8%,2020,TE,Full
84,Jason Croom,FA,1,1,3,3.0,3,0,1,0,0,0,0,4,6.3,1.6,0.0%,2020,TE,Full
85,Jordan Thomas,FA,1,2,3,3.0,3,0,1,0,0,0,0,6,6.3,1.1,0.0%,2020,TE,Full
86,Johnny Mundt,MIN,4,4,53,13.3,34,1,0,0,0,0,0,16,5.3,0.3,0.6%,2020,TE,Full
87,Cethan Carter,FA,5,7,53,10.6,24,2,0,0,0,0,0,15,5.3,0.4,0.0%,2020,TE,Full
88,Chris Manhertz,NYG,6,8,52,8.7,17,0,0,0,0,0,0,16,5.2,0.3,0.0%,2020,TE,Full
89,Levine Toilolo,FA,5,6,46,9.2,14,0,0,0,0,0,0,16,4.6,0.3,0.0%,2020,TE,Full
90,Demetrius Harris,FA,7,14,45,6.4,9,0,0,0,0,0,0,15,4.5,0.3,0.0%,2020,TE,Full
91,Hunter Bryant,FA,1,3,44,44.0,44,1,0,0,0,0,0,5,4.4,0.9,0.0%,2020,TE,Full
92,Nick Keizer,FA,6,10,63,10.5,22,1,0,0,0,0,1,16,4.3,0.3,0.0%,2020,TE,Full
93,Tanner Hudson,CIN,3,7,41,13.7,20,1,0,0,0,0,0,11,4.1,0.4,1.1%,2020,TE,Full
94,Juwan Johnson,NO,4,10,39,9.8,19,0,0,0,0,0,0,7,3.9,0.6,19.4%,2020,TE,Full
95,Charlie Woerner,ATL,3,4,36,12.0,18,0,0,0,0,0,0,14,3.6,0.3,0.1%,2020,TE,Full
96,Deon Yelder,FA,7,11,36,5.1,12,0,0,0,0,0,0,14,3.6,0.3,0.0%,2020,TE,Full
97,Kahale Warring,FA,3,7,35,11.7,23,1,0,0,0,0,0,7,3.5,0.5,0.0%,2020,TE,Full
98,Stephen Carlson,CHI,1,2,11,11.0,11,0,0,0,0,0,0,16,3.1,0.2,0.0%,2020,TE,Full
99,Daniel Brown,FA,2,2,31,15.5,18,0,0,0,0,0,0,16,3.1,0.2,0.0%,2020,TE,Full
100,Ben Ellefson,FA,1,4,10,10.0,10,0,0,0,0,0,0,7,3.0,0.4,0.0%,2020,TE,Full
101,Jaeden Graham,FA,3,5,25,8.3,11,0,0,0,0,0,0,16,2.5,0.2,0.0%,2020,TE,Full
102,Eric Saubert,SF,3,4,16,5.3,9,0,0,0,0,0,0,8,1.6,0.2,1.0%,2020,TE,Full
103,Dalton Keene,HOU,3,5,16,5.3,8,0,0,0,0,0,0,6,1.6,0.3,0.0%,2020,TE,Full
104,Colby Parkinson,LAR,2,2,16,8.0,10,0,0,0,0,0,0,6,1.6,0.3,9.6%,2020,TE,Full
105,Derek Carrier,FA,1,1,14,14.0,14,0,0,0,0,0,0,16,1.4,0.1,0.0%,2020,TE,Full
106,Blake Jarwin,FA,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,4.0%,2020,TE,Full
107,Josiah Deguara,JAC,1,2,12,12.0,12,0,0,0,0,0,0,2,1.2,0.6,0.0%,2020,TE,Full
108,Luke Willson,FA,1,3,12,12.0,12,0,0,0,0,0,0,8,1.2,0.2,0.0%,2020,TE,Full
109,Temarrick Hemingway,FA,1,2,10,10.0,10,0,0,0,0,0,0,8,1.0,0.1,0.0%,2020,TE,Full
110,Jeremy Sprinkle,FA,1,3,6,6.0,6,0,0,0,0,0,0,16,0.6,0.0,0.0%,2020,TE,Full
111,Brandon Dillon,FA,1,1,6,6.0,6,0,0,0,0,0,0,3,0.6,0.2,0.0%,2020,TE,Full
112,Trevon Wesco,FA,1,2,5,5.0,5,0,0,1,0,0,0,12,0.5,0.0,0.0%,2020,TE,Full
113,Jake Butt,FA,2,4,5,2.5,5,0,0,0,0,0,0,5,0.5,0.1,0.1%,2020,TE,Full
114,Isaac Nauta,FA,1,2,3,3.0,3,0,0,0,0,0,0,7,0.3,0.0,0.0%,2020,TE,Full
115,Bruce Miller,FA,1,2,2,2.0,2,0,0,0,0,0,0,8,0.2,0.0,4.5%,2020,TE,Full
116,Marcus Baugh,FA,1,1,2,2.0,2,0,0,0,0,0,0,8,0.2,0.0,0.0%,2020,TE,Full
117,Tyler Davis,GB,0,2,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%,2020,TE,Full
118,Tommy Stevens,FA,0,0,0,0,0,0,0,4,24,0,0,1,0.0,0.0,0.0%,2020,TE,Full
119,Rashod Berry,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,TE,Full
120,Sean McKeon,IND,0,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%,2020,TE,Full
121,Farrod Green,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,Full
122,Jake Bargas,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,Full
123,Chris Myarick,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,TE,Full
124,Brycen Hopkins,FA,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,TE,Full
125,Antonio Gandy-Golden,FA,1,7,3,3.0,3,0,0,1,22,0,0,6,0.0,0.0,0.0%,2020,TE,Full
126,Lawrence Cager,WAS,2,6,35,17.5,19,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,TE,Full
127,Stephen Sullivan,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,Full
128,Noah Togiai,FA,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,TE,Full
129,Jordan Matthews,CAR,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,TE,Full
130,Clark Harris,FA,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,TE,Full
131,Matt Sokol,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,TE,Full
132,Taysom Hill,NO,8,13,98,12.3,21,2,1,87,457,8,5,16,0.0,0.0,27.7%,2020,TE,Full
133,Evan Baylis,FA,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2020,TE,Full
134,Sean Culkin,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,Full
135,Garrett Griffin,FA,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,TE,Full
136,Antony Auclair,FA,0,1,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%,2020,TE,Full
137,Mason Schreck,FA,0,1,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%,2020,TE,Full
138,Ricky Seals-Jones,FA,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,TE,Full
139,Daniel Helm,FA,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2020,TE,Full
140,Caleb Wilson,FA,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2020,TE,Full
141,Zach Gentry,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,TE,Full
142,Andrew Beck,NYJ,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%,2020,TE,Full
143,Hale Hentges,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,Full
144,Hakeem Butler,FA,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,TE,Full
145,Nate Becker,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,Full
146,N'Keal Harry,FA,33,57,309,9.4,30,2,2,2,0,0,1,14,0.0,0.0,0.0%,2020,TE,Full
147,Kevin Rader,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,Full
148,Kyle Nelson,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,TE,Full
149,Zach Wood,NO,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,TE,Full
150,J.P. Holtz,FA,0,1,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,TE,Full
151,Seth DeValve,FA,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,TE,Full
152,Andrew DePaola,MIN,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2020,TE,Full
153,Eric Tomlinson,FA,0,1,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2020,TE,Full
154,Patrick Scales,CHI,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%,2020,TE,Full
155,Tyler Ott,WAS,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,TE,Full
156,James Winchester,KC,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%,2020,TE,Full
157,Beau Brinkley,FA,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.2%,2020,TE,Full
158,Ross Travis,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,Full
