Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
32,AJ Barner,SEA,30,38,245,8.2,20,1,4,0,0,0,0,17,48.5,2.9,8.3%,2024,TE,Full
33,T.J. Hockenson,MIN,41,62,455,11.1,34,5,0,0,0,0,0,10,45.5,4.6,83.0%,2024,TE,Full
34,Jake Ferguson,DAL,59,86,494,8.4,27,6,0,0,0,0,2,14,45.4,3.2,67.5%,2024,TE,Full
35,Josh Oliver,MIN,22,28,258,11.7,28,5,3,0,0,0,0,15,43.8,2.9,1.4%,2024,TE,Full
36,Evan Engram,JAC,47,64,365,7.8,24,2,1,0,0,0,1,9,42.5,4.7,57.4%,2024,TE,Full
37,Ja'Tavion Sanders,CAR,33,43,342,10.4,46,6,1,0,0,0,0,16,40.2,2.5,14.6%,2024,TE,Full
38,Theo Johnson,NYG,29,43,331,11.4,35,4,1,0,0,0,0,12,39.1,3.3,12.5%,2024,TE,Full
39,Dawson Knox,BUF,22,33,311,14.1,39,7,1,0,0,0,0,16,37.1,2.3,11.4%,2024,TE,Full
40,Grant Calcaterra,PHI,24,30,298,12.4,34,6,1,0,0,0,0,17,35.8,2.1,4.3%,2024,TE,Full
41,Colby Parkinson,LAR,30,49,294,9.8,23,2,1,0,0,0,0,17,35.4,2.1,9.6%,2024,TE,Full
42,Tommy Tremble,CAR,23,32,234,10.2,38,2,2,0,0,0,1,12,33.4,2.8,1.4%,2024,TE,Full
43,Josh Whyle,TEN,28,37,248,8.9,33,3,1,0,0,0,0,17,32.8,1.9,1.2%,2024,TE,Full
44,Nick Vannett,TEN,17,21,135,7.9,24,1,3,0,0,0,0,17,31.5,1.9,0.0%,2024,TE,Full
45,Adam Trautman,DEN,13,22,188,14.5,37,2,2,0,0,0,0,17,30.8,1.8,1.1%,2024,TE,Full
46,Luke Schoonmaker,DAL,27,36,241,8.9,24,3,1,0,0,0,0,17,30.1,1.8,4.6%,2024,TE,Full
47,Nate Adkins,DEN,14,15,115,8.2,16,0,3,0,0,0,0,17,29.5,1.7,1.3%,2024,TE,Full
48,Elijah Higgins,ARI,20,24,172,8.6,23,1,2,0,0,0,0,17,29.2,1.7,1.0%,2024,TE,Full
49,Johnny Mundt,MIN,19,27,142,7.5,20,1,2,0,0,0,0,17,26.2,1.5,0.6%,2024,TE,Full
50,Darnell Washington,PIT,19,25,200,10.5,29,3,1,0,0,0,0,17,26.0,1.5,3.2%,2024,TE,Full
51,Payne Durham,TB,11,14,115,10.5,31,2,2,0,0,0,0,16,23.5,1.5,1.8%,2024,TE,Full
52,Brock Wright,DET,13,16,100,7.7,16,0,2,0,0,0,0,17,22.0,1.3,1.9%,2024,TE,Full
53,Mo Alie-Cox,IND,12,22,147,12.3,22,2,1,0,0,0,0,17,20.7,1.2,0.6%,2024,TE,Full
54,Tanner Hudson,CIN,19,23,154,8.1,19,0,1,1,1,0,1,11,19.5,1.8,1.1%,2024,TE,Full
55,Cade Stover,HOU,15,22,133,8.9,27,1,1,0,0,0,0,15,19.3,1.3,4.5%,2024,TE,Full
56,Charlie Kolar,BAL,9,11,131,14.6,55,2,1,1,2,0,0,13,19.3,1.5,0.1%,2024,TE,Full
57,Stone Smartt,LAC,16,19,208,13.0,31,4,0,0,0,0,1,15,18.8,1.3,2.6%,2024,TE,Full
58,Tyler Higbee,LAR,8,12,66,8.3,17,0,2,0,0,0,0,3,18.6,6.2,9.2%,2024,TE,Full
59,Kylen Granson,IND,14,31,182,13.0,40,3,0,0,0,0,0,17,18.2,1.1,1.2%,2024,TE,Full
60,Drew Ogletree,IND,9,14,109,12.1,22,3,1,0,0,0,0,17,16.9,1.0,1.1%,2024,TE,Full
61,Drew Sample,CIN,20,22,109,5.5,12,0,1,1,-4,0,0,17,16.5,1.0,0.9%,2024,TE,Full
62,Erick All Jr.,CIN,20,22,158,7.9,28,1,0,0,0,0,0,9,15.8,1.8,2.9%,2024,TE,Full
63,Eric Saubert,SF,11,14,97,8.8,17,0,1,0,0,0,0,17,15.7,0.9,1.0%,2024,TE,Full
64,Michael Mayer,LV,21,32,156,7.4,29,1,0,0,0,0,0,11,15.6,1.4,13.6%,2024,TE,Full
65,Lucas Krull,DEN,19,23,152,8.0,23,1,0,0,0,0,0,13,15.2,1.2,1.0%,2024,TE,Full
66,Daniel Bellinger,NYG,14,17,125,8.9,17,0,0,0,0,0,0,17,12.5,0.7,1.5%,2024,TE,Full
67,Blake Whiteheart,CLE,6,9,51,8.5,29,1,1,0,0,0,0,11,11.1,1.0,0.0%,2024,TE,Full
68,Kenny Yeboah,NYJ,5,8,47,9.4,13,0,1,0,0,0,0,9,10.7,1.2,0.0%,2024,TE,Full
69,Jeremy Ruckert,NYJ,18,28,105,5.8,12,0,0,0,0,0,0,17,10.5,0.6,0.6%,2024,TE,Full
70,Connor Heyward,PIT,6,8,40,6.7,16,0,1,0,0,0,0,17,10.0,0.6,0.1%,2024,TE,Full
71,Julian Hill,MIA,12,19,100,8.3,17,0,0,0,0,0,0,16,10.0,0.6,0.1%,2024,TE,Full
72,MyCole Pruitt,PIT,6,10,40,6.7,18,0,1,0,0,0,0,12,10.0,0.8,1.6%,2024,TE,Full
73,Quintin Morris,BUF,5,8,36,7.2,14,0,1,0,0,0,0,16,9.6,0.6,0.1%,2024,TE,Full
74,Chris Manhertz,NYG,3,4,30,10.0,16,0,1,0,0,0,0,17,9.0,0.5,0.0%,2024,TE,Full
75,Ben Sinnott,WAS,5,5,28,5.6,12,0,1,0,0,0,0,17,8.8,0.5,14.6%,2024,TE,Full
76,Brevyn Spann-Ford,DAL,9,14,88,9.8,18,0,0,0,0,0,0,17,8.8,0.5,0.0%,2024,TE,Full
77,Devin Culp,TB,5,6,88,17.6,26,2,0,0,0,0,0,5,8.8,1.8,2.6%,2024,TE,Full
78,Harrison Bryant,LV,9,12,86,9.6,18,0,0,0,0,0,0,13,8.6,0.7,0.0%,2024,TE,Full
79,Hayden Hurst,LAC,8,13,73,9.1,27,1,0,0,0,0,0,9,7.3,0.8,2.7%,2024,TE,Full
80,E.J. Jenkins,PHI,1,2,7,7.0,7,0,1,0,0,0,0,8,6.7,0.8,1.0%,2024,TE,Full
81,Luke Farrell,JAC,12,17,67,5.6,11,0,0,0,0,0,0,17,6.7,0.4,0.0%,2024,TE,Full
82,John Bates,WAS,8,13,84,10.5,20,1,0,0,0,0,1,17,6.4,0.4,1.1%,2024,TE,Full
83,Hunter Long,LAR,7,9,60,8.6,18,0,0,0,0,0,0,17,6.0,0.4,0.0%,2024,TE,Full
84,Durham Smythe,FA,9,17,53,5.9,8,0,0,0,0,0,0,17,5.3,0.3,0.1%,2024,TE,Full
85,Peyton Hendershot,KC,5,5,51,10.2,15,0,0,0,0,0,0,7,5.1,0.7,0.1%,2024,TE,Full
86,Charlie Woerner,ATL,7,12,46,6.6,13,0,0,0,0,0,0,16,4.6,0.3,0.1%,2024,TE,Full
87,Luke Musgrave,GB,7,10,45,6.4,19,0,0,0,0,0,0,7,4.5,0.6,18.1%,2024,TE,Full
88,Pharaoh Brown,SEA,8,12,65,8.1,17,0,0,0,0,0,1,15,4.5,0.3,0.1%,2024,TE,Full
89,Ben Sims,GB,4,5,42,10.5,28,1,0,0,0,0,0,17,4.2,0.2,0.1%,2024,TE,Full
90,Davis Allen,LAR,6,13,39,6.5,13,0,0,0,0,0,0,14,3.9,0.3,1.4%,2024,TE,Full
91,Tucker Fisk,LAC,7,8,39,5.6,10,0,0,0,0,0,0,9,3.9,0.4,1.0%,2024,TE,Full
92,Tip Reiman,ARI,6,7,37,6.2,14,0,0,0,0,0,0,17,3.7,0.2,0.0%,2024,TE,Full
93,Gerald Everett,FA,8,13,36,4.5,17,0,0,0,0,0,0,17,3.6,0.2,1.4%,2024,TE,Full
94,Will Mallory,IND,4,8,29,7.3,10,0,0,0,0,0,0,10,2.9,0.3,0.0%,2024,TE,Full
95,Greg Dulcich,NYG,5,12,28,5.6,9,0,0,0,0,0,0,9,2.8,0.3,4.7%,2024,TE,Full
96,Cam Grandy,CIN,5,5,28,5.6,9,0,0,0,0,0,0,8,2.8,0.4,0.0%,2024,TE,Full
97,Shane Zylstra,DET,1,1,22,22.0,22,1,0,0,0,0,0,12,2.2,0.2,1.1%,2024,TE,Full
98,Dallin Holker,NO,3,4,21,7.0,10,0,0,0,0,0,0,12,2.1,0.2,1.0%,2024,TE,Full
99,Jaheim Bell,NE,2,3,20,10.0,19,0,0,0,0,0,0,13,2.0,0.2,2.2%,2024,TE,Full
100,Tanner Conner,MIA,3,4,16,5.3,11,0,0,0,0,0,0,7,1.6,0.2,1.3%,2024,TE,Full
101,Josiah Deguara,JAC,3,3,14,4.7,8,0,0,0,0,0,0,13,1.4,0.1,0.0%,2024,TE,Full
102,Jack Stoll,MIA,2,3,10,5.0,6,0,0,0,0,0,0,9,1.0,0.1,0.0%,2024,TE,Full
103,Eric Tomlinson,FA,2,4,9,4.5,7,0,0,0,0,0,0,9,0.9,0.1,0.0%,2024,TE,Full
104,Geoff Swaim,CLE,1,1,7,7.0,7,0,0,0,0,0,0,8,0.7,0.1,0.0%,2024,TE,Full
105,Jared Wiley,KC,1,1,7,7.0,7,0,0,0,0,0,0,7,0.7,0.1,1.5%,2024,TE,Full
106,Brevin Jordan,HOU,2,3,7,3.5,4,0,0,0,0,0,0,2,0.7,0.4,0.7%,2024,TE,Full
107,John Samuel Shenker,FA,1,1,7,7.0,7,0,0,0,0,0,0,7,0.7,0.1,0.0%,2024,TE,Full
108,Ian Thomas,CAR,3,6,7,2.3,3,0,0,0,0,0,0,5,0.7,0.1,0.0%,2024,TE,Full
109,David Martin-Robinson,TEN,1,2,6,6.0,6,0,0,0,0,0,0,5,0.6,0.1,0.0%,2024,TE,Full
110,Zach Davidson,BUF,1,2,5,5.0,5,0,0,0,0,0,0,3,0.5,0.2,1.0%,2024,TE,Full
111,Jody Fortson Jr.,KC,1,3,5,5.0,5,0,0,0,0,0,0,3,0.5,0.2,0.0%,2024,TE,Full
112,Ross Dwelley,ATL,1,1,5,5.0,5,0,0,0,0,0,0,14,0.5,0.0,0.0%,2024,TE,Full
113,John FitzPatrick,GB,1,1,2,2.0,2,0,0,0,0,0,0,9,0.2,0.0,0.0%,2024,TE,Full
114,Marcedes Lewis,CHI,1,2,2,2.0,2,0,0,0,0,0,0,17,0.2,0.0,0.1%,2024,TE,Full
115,Parker Hesse,FA,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2024,TE,Full
116,Matt Orzech,GB,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,TE,Full
117,Mitchell Wilcox,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,TE,Full
118,Dalton Keene,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
119,Stephen Sullivan,CAR,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,TE,Full
120,Tyler Mabry,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,TE,Full
121,Irv Smith Jr.,HOU,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2024,TE,Full
122,Andrew Beck,NYJ,0,2,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2024,TE,Full
123,Stephen Carlson,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
124,Donald Parham Jr.,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%,2024,TE,Full
125,Mitchell Fraboni,DEN,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2024,TE,Full
126,Lawrence Cager,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
127,Sean McKeon,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
128,Giovanni Ricci,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
129,Tyler Davis,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
130,Feleipe Franks,CAR,1,3,12,12.0,12,0,0,0,0,0,0,15,0.0,0.0,0.0%,2024,TE,Full
131,John Stephens Jr.,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
132,Brady Russell,SEA,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%,2024,TE,Full
133,Travis Vokolek,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,TE,Full
134,Johnny Lumpkin,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
135,Tanner Taula,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
136,Jordan Murray,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
137,Princeton Fant,DAL,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2024,TE,Full
138,Zaire Mitchell-Paden,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,TE,Full
139,Joel Wilson,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
140,Brayden Willis,SF,0,2,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%,2024,TE,Full
141,Thomas Odukoya,TEN,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.6%,2024,TE,Full
142,Zack Kuntz,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.5%,2024,TE,Full
143,Hayden Rucci,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
144,Qadir Ismail,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
145,Tanner McLachlan,CIN,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,TE,Full
146,McCallan Castles,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
147,Jack Westover,NE,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,TE,Full
148,Brenden Bates,CLE,0,1,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2024,TE,Full
149,Messiah Swinson,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
150,Thomas Yassmin,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
151,Shawn Bowman,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
152,Neal Johnson,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
153,Mason Pline,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
154,Treyton Welch,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
155,Colson Yankoff,WAS,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,1.1%,2024,TE,Full
156,James Mitchell,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,TE,Full
157,Baylor Cupp,KC,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,TE,Full
158,Tre' McKitty,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
159,Dominique Dafney,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
160,Tyree Jackson,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
161,Bernhard Seikovits,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
162,Rodney Williams,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2024,TE,Full
163,Ko Kieft,TB,0,0,0,0,0,0,0,0,0,0,0,17,0.0,0.0,0.0%,2024,TE,Full
164,Cameron Latu,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
165,Leroy Watson,MIN,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,1.0%,2024,TE,Full
166,Jake Tonges,SF,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%,2024,TE,Full
167,Armani Rogers,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,TE,Full
168,Michael Jacobson,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
169,Cole Turner,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,TE,Full
170,Nick Muse,PHI,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2024,TE,Full
171,Teagan Quitoriano,HOU,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2024,TE,Full
172,Nikola Kalinic,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
173,Justin Shorter,LV,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,3.2%,2024,TE,Full
174,Jelani Woods,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0%,2024,TE,Full
175,Drake Dunsmore,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
176,Dominique Curry,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
177,Jordan Matthews,CAR,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2024,TE,Full
178,Derek Fine,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
179,Darnell Dinkins,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
180,J.P. Foschi,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
181,Brad Cottam,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
182,Joey Haynos,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
183,Marquez Branson,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
184,James Dearth,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
185,Keith Zinger,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
186,Justin Snow,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
187,Anthony Firkser,KC,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2024,TE,Full
188,Robert Tonyan,FA,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2024,TE,Full
189,Zach Wood,NO,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2024,TE,Full
190,Tommy Sweeney,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
191,Albert Okwuegbunam Jr.,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
192,C.J. Uzomah,PHI,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2024,TE,Full
193,Andrew DePaola,MIN,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,TE,Full
194,Patrick Scales,CHI,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,TE,Full
195,Tyler Ott,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,TE,Full
196,James Winchester,KC,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,TE,Full
