Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
72,Adam Shaheen,FA,12,16,110,9.2,21,1,0,0,0,0,0,9,11.0,1.2,0.0%,2021,TE,Full
73,Antony Auclair,FA,5,5,47,9.4,15,0,1,0,0,0,0,4,10.7,2.7,0.0%,2021,TE,Full
74,Eric Saubert,SF,8,12,47,5.9,11,0,1,0,0,0,0,10,10.7,1.1,1.0%,2021,TE,Full
75,Kylen Granson,IND,11,15,106,9.6,27,1,0,0,0,0,0,10,10.6,1.1,1.2%,2021,TE,Full
76,Tommy Sweeney,CHI,9,12,44,4.9,13,0,1,0,0,0,0,7,10.4,1.5,0.0%,2021,TE,Full
77,Chris Herndon IV,FA,4,7,40,10.0,17,0,1,0,0,0,0,6,10.0,1.7,0.0%,2021,TE,Full
78,Blake Bell,FA,9,13,87,9.7,24,2,0,4,10,0,0,12,9.7,0.8,0.0%,2021,TE,Full
79,Noah Gray,KC,7,10,36,5.1,8,0,1,0,0,0,0,7,9.6,1.4,22.5%,2021,TE,Full
80,Sean McKeon,IND,4,6,27,6.8,12,0,1,0,0,0,0,5,8.7,1.7,0.0%,2021,TE,Full
81,Tyree Jackson,WAS,3,7,22,7.3,13,0,1,0,0,0,0,3,8.2,2.7,0.0%,2021,TE,Full
82,Drew Sample,CIN,11,15,81,7.4,19,0,0,0,0,0,0,10,8.1,0.8,0.9%,2021,TE,Full
83,Chris Myarick,FA,3,6,17,5.7,10,0,1,0,0,0,0,5,7.7,1.5,0.0%,2021,TE,Full
84,Josh Oliver,MIN,9,15,66,7.3,19,0,0,0,0,0,0,11,6.6,0.6,1.4%,2021,TE,Full
85,Luke Farrell,JAC,7,11,56,8.0,21,1,0,0,0,0,0,9,5.6,0.6,0.0%,2021,TE,Full
86,Charlie Woerner,ATL,5,6,52,10.4,27,1,0,0,0,0,0,8,5.2,0.7,0.1%,2021,TE,Full
87,Tre' McKitty,CLE,6,8,45,7.5,12,0,0,0,0,0,0,6,4.5,0.8,0.0%,2021,TE,Full
88,Darren Fells,FA,4,5,43,10.8,24,1,0,0,0,0,0,3,4.3,1.4,0.0%,2021,TE,Full
89,Parker Hesse,FA,5,6,43,8.6,17,0,0,0,0,0,0,4,4.3,1.1,0.0%,2021,TE,Full
90,Garrett Griffin,FA,4,4,39,9.8,14,0,0,0,0,0,0,5,3.9,0.8,0.0%,2021,TE,Full
91,Kendall Blanton,FA,4,7,37,9.3,23,1,0,0,0,0,0,4,3.7,0.9,0.0%,2021,TE,Full
92,Kenny Yeboah,NYJ,2,3,36,18.0,24,1,0,0,0,0,0,3,3.6,1.2,0.0%,2021,TE,Full
93,Trevon Wesco,FA,3,5,35,11.7,19,0,0,0,0,0,0,8,3.5,0.4,0.0%,2021,TE,Full
94,Tyler Davis,GB,4,5,35,8.8,22,1,0,0,0,0,0,8,3.5,0.4,0.0%,2021,TE,Full
95,Dominique Dafney,CAR,2,4,34,17.0,26,1,0,0,0,0,0,6,3.4,0.6,0.0%,2021,TE,Full
96,Shane Zylstra,DET,3,7,34,11.3,16,0,0,0,0,0,0,3,3.4,1.1,1.1%,2021,TE,Full
97,Colby Parkinson,LAR,5,8,33,6.6,12,0,0,0,0,0,0,6,3.3,0.6,9.6%,2021,TE,Full
98,Kaden Smith,FA,3,3,33,11.0,21,1,0,0,0,0,0,4,3.3,0.8,0.0%,2021,TE,Full
99,Jeremy Sprinkle,FA,3,3,31,10.3,11,0,0,0,0,0,0,6,3.1,0.5,0.0%,2021,TE,Full
100,Tommy Hudson,FA,3,6,31,10.3,14,0,0,0,0,0,0,4,3.1,0.8,0.0%,2021,TE,Full
101,Daniel Brown,FA,2,2,29,14.5,24,1,0,0,0,0,0,3,2.9,1.0,0.0%,2021,TE,Full
102,Jack Stoll,MIA,4,5,22,5.5,9,0,0,0,0,0,0,6,2.2,0.4,0.0%,2021,TE,Full
103,Cethan Carter,FA,2,2,16,8.0,8,0,0,0,0,0,0,8,1.6,0.2,0.0%,2021,TE,Full
104,Mitchell Wilcox,FA,3,5,16,5.3,8,0,0,0,0,0,0,4,1.6,0.4,0.0%,2021,TE,Full
105,Derek Carrier,FA,2,2,13,6.5,9,0,0,0,0,0,0,2,1.3,0.7,0.0%,2021,TE,Full
106,Luke Stocker,FA,2,2,12,6.0,7,0,0,0,0,0,0,6,1.2,0.2,3.8%,2021,TE,Full
107,Richard Rodgers,FA,2,2,11,5.5,9,0,0,0,0,0,0,1,1.1,1.1,0.0%,2021,TE,Full
108,Demetrius Harris,FA,3,6,10,3.3,7,0,0,0,0,0,0,10,1.0,0.1,0.0%,2021,TE,Full
109,Johnny Mundt,MIN,1,1,9,9.0,9,0,0,0,0,0,0,3,0.9,0.3,0.6%,2021,TE,Full
110,Brycen Hopkins,FA,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%,2021,TE,Full
111,Kevin Rader,FA,2,3,8,4.0,7,0,0,0,0,0,0,3,0.8,0.3,0.0%,2021,TE,Full
112,Hunter Long,LAR,1,3,8,8.0,8,0,0,0,0,0,0,3,0.8,0.3,0.0%,2021,TE,Full
113,Ethan Wolf,FA,2,2,8,4.0,4,0,0,0,0,0,0,1,0.8,0.8,0.0%,2021,TE,Full
114,Eric Tomlinson,FA,1,2,7,7.0,7,0,0,0,0,0,0,7,0.7,0.1,0.0%,2021,TE,Full
115,Nick Boyle,FA,1,2,2,2.0,2,0,0,0,0,0,0,2,0.2,0.1,0.0%,2021,TE,Full
116,Noah Togiai,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
117,Ben Ellefson,FA,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,TE,Full
118,Giovanni Ricci,NE,0,2,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%,2021,TE,Full
119,Rashod Berry,FA,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2021,TE,Full
120,Farrod Green,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
121,Feleipe Franks,CAR,0,0,0,0,0,0,0,3,6,0,0,6,0.0,0.0,0.0%,2021,TE,Full
122,Stephen Sullivan,CAR,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
123,Matt Orzech,GB,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,TE,Full
124,Jared Pinkney,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
125,Antonio Gandy-Golden,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
126,Miller Forristall,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
127,Briley Moore,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,TE,Full
128,Jacob Harris,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
129,Sammis Reyes,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,TE,Full
130,Nick Ralston,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
131,Jake Hausmann,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
132,Clark Harris,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
133,Taysom Hill,NO,4,6,52,13.0,15,0,0,70,374,5,0,12,0.0,0.0,27.7%,2021,TE,Full
134,Colin Thompson,FA,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,TE,Full
135,Darrell Daniels,FA,1,4,0,0.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%,2021,TE,Full
136,N'Keal Harry,FA,12,22,184,15.3,43,3,0,0,0,0,1,10,0.0,0.0,0.0%,2021,TE,Full
137,Andrew Beck,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
138,Jody Fortson Jr.,KC,5,5,47,9.4,27,1,2,0,0,0,0,4,0.0,0.0,0.0%,2021,TE,Full
139,Codey McElroy,FA,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,TE,Full
140,Deon Yelder,FA,1,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,TE,Full
141,Andrew DePaola,MIN,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2021,TE,Full
142,J.P. Holtz,FA,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2021,TE,Full
143,Patrick Scales,CHI,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2021,TE,Full
144,James Winchester,KC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,TE,Full
145,Daniel Helm,FA,1,2,-1,-1.0,0,0,0,0,0,0,0,3,-0.1,0.0,0.0%,2021,TE,Full
