Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
46,Kareem Hunt,KC,78,386,4.9,33,2,5,22,27,174,7.9,0,0,8,88.0,11.0,48.5%,2021,RB,Full
47,Boston Scott,FA,87,373,4.3,23,2,7,13,16,83,6.4,0,1,11,85.6,7.8,0.0%,2021,RB,Full
48,D'Ernest Johnson,JAC,100,534,5.3,30,4,3,19,25,137,7.2,0,0,13,85.1,6.5,1.1%,2021,RB,Full
49,J.D. McKissic,FA,48,212,4.4,15,0,2,43,53,397,9.2,2,0,11,84.9,7.7,1.0%,2021,RB,Full
50,D'Onta Foreman,CLE,133,566,4.3,35,4,3,9,11,123,13.7,0,1,9,84.9,9.4,3.4%,2021,RB,Full
51,Brandon Bolden,FA,44,226,5.1,24,2,1,41,49,405,9.9,2,0,16,83.1,5.2,0.0%,2021,RB,Full
52,Ty Johnson,BUF,61,238,3.9,24,2,2,34,55,372,10.9,2,1,15,83.0,5.5,5.6%,2021,RB,Full
53,Zack Moss,CIN,96,345,3.6,17,0,4,23,32,197,8.6,1,1,13,82.2,6.3,33.5%,2021,RB,Full
54,Mark Ingram II,FA,160,554,3.5,28,2,2,27,35,162,6.0,0,1,14,81.6,5.8,3.0%,2021,RB,Full
55,Rex Burkhead,FA,122,427,3.5,36,2,3,25,32,186,7.4,0,0,15,79.3,5.3,10.0%,2021,RB,Full
56,Nyheim Hines,FA,56,276,4.9,34,2,2,40,57,310,7.8,1,2,17,72.6,4.3,0.1%,2021,RB,Full
57,Kenyan Drake,FA,63,254,4.0,21,1,2,30,40,291,9.7,1,0,12,72.5,6.0,1.1%,2021,RB,Full
58,Ronald Jones II,FA,101,428,4.2,30,1,4,10,13,64,6.4,0,2,15,69.2,4.6,0.0%,2021,RB,Full
59,Khalil Herbert,CIN,103,433,4.2,29,4,2,14,16,96,6.9,0,0,16,64.9,4.1,11.3%,2021,RB,Full
60,Justin Jackson,FA,68,364,5.4,75,2,2,22,25,178,8.1,0,1,14,64.2,4.6,0.0%,2021,RB,Full
61,Jordan Howard,FA,86,406,4.7,25,1,3,2,5,19,9.5,0,0,7,60.5,8.6,0.0%,2021,RB,Full
62,Alex Collins,FA,108,411,3.8,25,2,2,9,10,87,9.7,0,1,11,59.8,5.4,19.0%,2021,RB,Full
63,Samaje Perine,KC,55,246,4.5,46,2,1,27,31,196,7.3,1,0,15,56.2,3.7,4.2%,2021,RB,Full
64,Duke Johnson Jr.,FA,71,330,4.6,27,1,3,4,5,41,10.3,0,0,5,55.1,11.0,0.0%,2021,RB,Full
65,Dontrell Hilliard,FA,56,350,6.3,68,2,2,19,26,87,4.6,0,1,8,53.7,6.7,0.0%,2021,RB,Full
66,Ameer Abdullah,LV,51,166,3.3,15,0,0,38,53,289,7.6,1,0,17,51.5,3.0,25.1%,2021,RB,Full
67,David Johnson,FA,67,228,3.4,15,0,0,32,42,225,7.0,1,1,13,49.3,3.8,0.0%,2021,RB,Full
68,Derrick Gore,FA,51,256,5.0,51,2,2,8,9,105,13.1,0,0,8,48.1,6.0,0.0%,2021,RB,Full
69,Jaret Patterson,LAC,68,266,3.9,13,0,2,10,12,73,7.3,0,0,14,45.9,3.3,0.0%,2021,RB,Full
70,Travis Homer,CHI,21,177,8.4,73,2,1,16,20,161,10.1,0,0,14,45.8,3.3,1.3%,2021,RB,Full
71,Jeremy McNichols,WAS,41,156,3.8,14,0,0,28,38,240,8.6,1,0,13,45.6,3.5,3.0%,2021,RB,Full
72,Damien Williams,FA,40,164,4.1,23,1,2,16,23,103,6.4,1,0,12,44.7,3.7,0.0%,2021,RB,Full
73,Jeff Wilson Jr.,MIA,79,294,3.7,17,0,2,7,8,31,4.4,0,0,9,44.5,4.9,0.6%,2021,RB,Full
74,Kyle Juszczyk,SF,8,22,2.8,6,0,1,30,38,296,9.9,1,0,15,43.8,2.9,1.2%,2021,RB,Full
75,Chris Carson,FA,54,232,4.3,33,2,3,6,6,29,4.8,0,1,4,42.1,10.5,0.3%,2021,RB,Full
76,Phillip Lindsay,FA,88,249,2.8,35,1,1,4,5,45,11.3,1,0,14,41.4,3.0,0.0%,2021,RB,Full
77,Tevin Coleman,FA,84,356,4.2,20,1,0,11,16,49,4.5,0,0,11,40.5,3.7,0.0%,2021,RB,Full
78,Peyton Barber,FA,55,212,3.9,27,1,2,10,13,67,6.7,0,0,10,39.9,4.0,1.0%,2021,RB,Full
79,DeeJay Dallas,ARI,33,138,4.2,15,0,2,21,23,133,6.3,0,0,17,39.1,2.3,0.3%,2021,RB,Full
80,Dare Ogunbowale,HOU,43,137,3.2,12,0,1,13,21,114,8.8,1,0,13,37.1,2.9,1.0%,2021,RB,Full
81,Giovani Bernard,FA,8,58,7.3,24,1,0,23,29,123,5.3,3,0,10,36.1,3.6,0.0%,2021,RB,Full
82,Matt Breida,FA,26,125,4.8,28,1,1,7,9,72,10.3,2,1,7,35.7,5.1,0.0%,2021,RB,Full
83,Chris Evans,CIN,17,77,4.5,13,0,0,15,17,151,10.1,2,0,9,34.8,3.9,0.0%,2021,RB,Full
84,Carlos Hyde,FA,72,253,3.5,18,0,1,12,22,65,5.4,0,2,12,33.8,2.8,0.0%,2021,RB,Full
85,Le'Veon Bell,FA,39,101,2.6,12,0,2,5,7,30,6.0,1,0,8,33.1,4.1,0.2%,2021,RB,Full
86,Ty'Son Williams,FA,35,185,5.3,35,2,1,9,12,84,9.3,0,0,8,32.9,4.1,1.1%,2021,RB,Full
87,Ke'Shawn Vaughn,FA,36,180,5.0,55,1,2,4,8,26,6.5,0,0,6,32.6,5.4,0.1%,2021,RB,Full
88,Demetric Felton Jr.,WAS,7,24,3.4,12,0,0,18,21,181,10.1,2,0,15,32.5,2.2,0.0%,2021,RB,Full
89,Craig Reynolds,DET,55,230,4.2,35,2,0,7,8,52,7.4,0,0,5,28.2,5.6,3.5%,2021,RB,Full
90,Elijhaa Penny,FA,24,99,4.1,12,0,1,9,13,30,3.3,1,0,13,26.9,2.1,0.0%,2021,RB,Full
91,Salvon Ahmed,IND,54,149,2.8,16,0,0,12,19,117,9.8,0,0,11,26.6,2.4,0.0%,2021,RB,Full
92,JaMycal Hasty,NE,16,68,4.3,21,1,1,23,29,157,6.8,0,1,11,26.5,2.4,0.7%,2021,RB,Full
93,Trey Sermon,IND,41,167,4.1,16,0,1,3,4,26,8.7,0,0,6,25.3,4.2,3.7%,2021,RB,Full
94,Royce Freeman,FA,56,169,3.0,13,0,0,10,16,77,7.7,0,0,12,24.6,2.1,0.0%,2021,RB,Full
95,Jerick McKinnon,FA,12,62,5.2,18,0,0,13,20,107,8.2,1,0,9,22.9,2.5,0.0%,2021,RB,Full
96,Corey Clement,FA,33,140,4.2,38,1,0,6,7,29,4.8,1,0,11,22.9,2.1,0.0%,2021,RB,Full
97,Adrian Peterson,FA,38,98,2.6,16,0,2,4,4,8,2.0,0,0,4,22.6,5.7,2.0%,2021,RB,Full
98,Eno Benjamin,FA,34,118,3.5,21,1,1,6,7,42,7.0,0,0,8,22.0,2.8,0.0%,2021,RB,Full
99,Jermar Jefferson,FA,15,74,4.9,28,1,2,4,5,23,5.8,0,0,5,21.7,4.3,0.6%,2021,RB,Full
100,Malcolm Brown,FA,33,125,3.8,24,1,1,3,5,10,3.3,0,0,6,19.5,3.3,0.0%,2021,RB,Full
101,James White,FA,10,38,3.8,10,0,1,12,14,94,7.8,0,0,3,19.2,6.4,0.1%,2021,RB,Full
102,Kene Nwangwu,NYJ,13,61,4.7,19,0,0,4,5,9,2.3,0,0,9,19.0,2.1,0.0%,2021,RB,Full
103,Tony Jones Jr.,FA,54,142,2.6,11,0,0,5,8,29,5.8,0,0,10,17.1,1.7,0.0%,2021,RB,Full
104,Austin Walter,FA,26,101,3.9,14,0,1,2,3,9,4.5,0,0,4,17.0,4.3,0.0%,2021,RB,Full
105,Jonathan Williams,FA,17,79,4.6,23,1,1,4,6,28,7.0,0,0,5,16.7,3.3,0.0%,2021,RB,Full
106,C.J. Ham,MIN,7,34,4.9,30,1,0,17,18,125,7.4,0,0,15,15.9,1.1,0.6%,2021,RB,Full
107,Qadree Ollison,FA,21,105,5.0,19,0,1,4,6,12,3.0,0,1,6,15.7,2.6,0.0%,2021,RB,Full
108,Patrick Taylor Jr.,SF,23,89,3.9,12,0,1,2,2,3,1.5,0,0,5,15.2,3.0,16.6%,2021,RB,Full
109,Alec Ingold,MIA,2,1,0.5,1,0,0,10,12,85,8.5,1,0,7,14.6,2.1,0.6%,2021,RB,Full
110,Larry Rountree III,FA,36,87,2.4,13,0,1,1,2,-1,-1.0,0,0,10,14.6,1.5,0.0%,2021,RB,Full
111,J.J. Taylor,HOU,19,37,1.9,15,0,2,4,4,8,2.0,0,1,5,14.5,2.9,1.4%,2021,RB,Full
112,Godwin Igwebuike,FA,18,118,6.6,42,1,1,7,10,60,8.6,0,2,15,14.0,0.9,0.0%,2021,RB,Full
113,Ty Montgomery II,FA,15,44,2.9,9,0,0,16,26,95,5.9,0,0,14,13.9,1.0,0.0%,2021,RB,Full
114,Patrick Ricard,BAL,2,4,2.0,2,0,0,8,13,63,7.9,1,0,8,12.7,1.6,0.8%,2021,RB,Full
115,Wayne Gallman Jr.,FA,28,104,3.7,17,0,0,1,3,21,21.0,0,0,9,12.5,1.4,0.0%,2021,RB,Full
116,Joshua Kelley,TEN,33,102,3.1,14,0,0,5,6,38,7.6,0,1,8,12.0,1.5,0.0%,2021,RB,Full
117,Michael Burton,DEN,8,26,3.3,7,0,1,3,3,31,10.3,0,0,10,11.7,1.2,0.1%,2021,RB,Full
118,Jalen Richard,FA,9,40,4.4,23,1,0,12,14,72,6.0,0,0,9,11.2,1.2,1.0%,2021,RB,Full
119,Benny Snell Jr.,FA,36,98,2.7,9,0,0,2,4,13,6.5,0,0,16,11.1,0.7,0.0%,2021,RB,Full
120,Marlon Mack,FA,28,101,3.6,22,1,0,2,5,8,4.0,0,0,6,10.9,1.8,0.0%,2021,RB,Full
121,Ryquell Armstead,FA,15,80,5.3,26,1,0,3,4,16,5.3,0,0,2,9.6,4.8,0.2%,2021,RB,Full
122,Deon Jackson,FA,13,31,2.4,10,0,1,0,0,0,0,0,0,5,9.1,1.8,0.0%,2021,RB,Full
123,JaQuan Hardy,FA,4,29,7.3,22,1,1,0,0,0,0,0,0,2,8.9,4.5,0.0%,2021,RB,Full
124,Andy Janovich,FA,2,0,0.0,1,0,1,3,4,9,3.0,0,0,6,8.9,1.5,0.0%,2021,RB,Full
125,Keith Smith,FA,9,31,3.4,8,0,0,9,10,56,6.2,0,0,13,8.7,0.7,0.0%,2021,RB,Full
126,Alex Armah Jr.,FA,5,21,4.2,9,0,0,1,1,1,1.0,1,0,10,8.2,0.8,0.0%,2021,RB,Full
127,Johnny Stanton IV,FA,3,5,1.7,3,0,0,2,2,7,3.5,1,0,3,7.2,2.4,0.0%,2021,RB,Full
128,Jonathan Ward,PIT,9,33,3.7,7,0,0,3,4,34,11.3,0,0,9,6.7,0.7,0.0%,2021,RB,Full
129,Ito Smith,FA,1,4,4.0,4,0,1,0,0,0,0,0,0,1,6.4,6.4,1.0%,2021,RB,Full
130,Mike Boone,CAR,4,35,8.8,16,0,0,2,2,22,11.0,0,0,3,5.7,1.9,1.7%,2021,RB,Full
131,Trayveon Williams,CIN,15,51,3.4,10,0,0,1,2,4,4.0,0,0,4,5.5,1.4,0.5%,2021,RB,Full
132,Jason Huntley,FA,13,51,3.9,18,0,0,0,1,0,0,0,0,1,5.1,5.1,0.0%,2021,RB,Full
133,Rodney Smith,FA,0,0,0,0,0,0,5,5,48,9.6,0,0,1,4.8,4.8,0.0%,2021,RB,Full
134,Wendell Smallwood,FA,5,25,5.0,13,0,0,4,5,22,5.5,0,0,2,4.7,2.4,0.0%,2021,RB,Full
135,Kalen Ballage,FA,12,36,3.0,13,0,0,2,7,8,4.0,0,0,9,4.4,0.5,0.0%,2021,RB,Full
136,Jakob Johnson,FA,0,0,0,0,0,0,4,5,43,10.8,0,0,7,4.3,0.6,0.0%,2021,RB,Full
137,La'Mical Perine,FA,8,31,3.9,14,0,0,0,0,0,0,0,0,2,3.1,1.6,0.0%,2021,RB,Full
138,Kylin Hill,FA,10,24,2.4,8,0,0,1,2,5,5.0,0,0,8,2.9,0.4,0.0%,2021,RB,Full
139,Dwayne Washington,FA,4,16,4.0,5,0,0,2,2,12,6.0,0,0,8,2.8,0.4,0.0%,2021,RB,Full
140,Reggie Gilliam,BUF,3,3,1.0,2,0,0,3,5,23,7.7,0,0,8,2.6,0.3,0.0%,2021,RB,Full
141,Gabe Nabers,FA,3,8,2.7,4,0,0,3,3,17,5.7,0,0,7,2.5,0.4,0.6%,2021,RB,Full
142,Jaylen Samuels,FA,5,9,1.8,3,0,0,3,4,14,4.7,0,0,3,2.3,0.8,0.0%,2021,RB,Full
143,Scottie Phillips,FA,6,13,2.2,4,0,0,2,3,9,4.5,0,0,3,2.2,0.7,0.0%,2021,RB,Full
144,Patrick Laird,FA,1,4,4.0,4,0,0,3,3,17,5.7,0,0,3,2.1,0.7,0.0%,2021,RB,Full
145,Adam Prentice,NO,3,5,1.7,2,0,0,3,3,16,5.3,0,0,5,2.1,0.4,0.0%,2021,RB,Full
146,Nick Bawden,FA,0,0,0,0,0,0,1,1,20,20.0,0,0,1,2.0,2.0,0.0%,2021,RB,Full
147,Raheem Mostert,FA,2,20,10.0,11,0,0,0,0,0,0,0,0,1,2.0,2.0,42.9%,2021,RB,Full
148,Darrynton Evans,CHI,2,7,3.5,5,0,0,2,2,11,5.5,0,0,2,1.8,0.9,0.0%,2021,RB,Full
149,Derek Watt,FA,1,1,1.0,1,0,0,3,3,15,5.0,0,0,11,1.6,0.1,0.0%,2021,RB,Full
150,Reggie Bonnafon,FA,1,4,4.0,4,0,0,2,2,12,6.0,0,0,1,1.6,1.6,0.0%,2021,RB,Full
151,Trey Ragas,FA,1,9,9.0,9,0,0,2,2,6,3.0,0,0,1,1.5,1.5,0.0%,2021,RB,Full
152,Anthony McFarland Jr.,FA,3,3,1.0,3,0,0,1,1,11,11.0,0,0,3,1.4,0.5,1.1%,2021,RB,Full
153,John Kelly Jr.,CLE,2,13,6.5,11,0,0,0,0,0,0,0,0,1,1.3,1.3,0.0%,2021,RB,Full
154,Cam Akers,MIN,5,3,0.6,2,0,0,3,3,10,3.3,0,0,2,1.3,0.7,14.2%,2021,RB,Full
155,Jacques Patrick,FA,2,12,6.0,8,0,0,0,0,0,0,0,0,1,1.2,1.2,0.0%,2021,RB,Full
156,Buddy Howell,FA,5,11,2.2,4,0,0,0,0,0,0,0,0,5,1.1,0.2,0.0%,2021,RB,Full
157,Mekhi Sargent,FA,5,11,2.2,3,0,0,0,1,0,0,0,0,5,1.1,0.2,0.0%,2021,RB,Full
158,Gary Brightwell,CIN,1,4,4.0,4,0,0,1,1,6,6.0,0,0,7,1.0,0.1,0.0%,2021,RB,Full
159,Ryan Nall,FA,1,4,4.0,4,0,0,1,1,4,4.0,0,0,5,0.8,0.2,0.0%,2021,RB,Full
160,Damarea Crockett,FA,3,7,2.3,6,0,0,0,0,0,0,0,0,1,0.7,0.7,0.0%,2021,RB,Full
161,Jake Funk,FA,2,5,2.5,6,0,0,0,0,0,0,0,0,5,0.5,0.1,0.0%,2021,RB,Full
162,Devine Ozigbo,FA,1,-3,-3.0,0,0,0,1,1,7,7.0,0,0,2,0.4,0.2,1.0%,2021,RB,Full
163,Nathan Cottrell,FA,1,3,3.0,3,0,0,0,0,0,0,0,0,3,0.3,0.1,0.0%,2021,RB,Full
164,Pooka Williams Jr.,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
165,Kirk Merritt,FA,0,0,0,0,0,0,1,3,13,13.0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
166,Sandro Platzgummer,FA,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,1.0%,2021,RB,Full
167,Darius Bradwell,FA,0,0,0,0,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0%,2021,RB,Full
168,Artavis Pierce,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
169,Sewo Olonilua,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
170,Josh Johnson,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
171,B.J. Emmons,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
172,Nick Ralston,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
173,Tory Carter,FA,0,0,0,0,0,0,0,1,0,0,0,0,5,0.0,0.0,0.0%,2021,RB,Full
174,Gerrid Doaks,FA,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2021,RB,Full
175,Avery Williams,ATL,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,0.6%,2021,RB,Full
176,Spencer Brown,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
177,LeVante Bellamy,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
178,Nick Bellore,WAS,0,0,0,0,0,0,1,1,4,4.0,0,0,10,0.0,0.0,4.0%,2021,RB,Full
179,Taiwan Jones,FA,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,1.0%,2021,RB,Full
180,Kenjon Barner,FA,4,0,0.0,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,RB,Full
181,J.K. Dobbins,LAC,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,74.2%,2021,RB,Full
182,Jason Cabinda,FA,3,23,7.7,21,1,0,4,7,16,4.0,1,0,10,0.0,0.0,1.1%,2021,RB,Full
183,Trey Edmunds,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
184,Jordan Wilkins,FA,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,RB,Full
185,Brandin Bryant,FA,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,RB,Full
186,J.P. Holtz,FA,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2021,RB,Full
187,Cethan Carter,FA,0,0,0,0,0,0,2,2,16,8.0,0,0,8,0.0,0.0,0.0%,2021,RB,Full
188,Brian Hill,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
189,Elijah McGuire,FA,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,RB,Full
190,Tarik Cohen,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
191,Sutton Smith,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
192,Darwin Thompson,FA,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,RB,Full
193,Cullen Gillaspia,FA,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2021,RB,Full
194,Andrew Beck,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,Full
195,Nate McCrary,FA,1,-1,-1.0,0,0,0,0,0,0,0,0,0,1,-0.1,-0.1,0.0%,2021,RB,Full
196,Khari Blasingame,FA,3,6,2.0,3,0,0,2,2,4,2.0,0,1,5,-1.0,-0.2,0.0%,2021,RB,Full
197,Trenton Cannon,FA,3,4,1.3,3,0,0,0,0,0,0,0,1,10,-1.6,-0.2,0.0%,2021,RB,Full
