Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
31,Cole Beasley,FA,82,107,967,11.8,35,15,4,0,0,0,0,15,125.5,8.4,0.0%,2020,WR,Full
32,Marquise Brown,KC,58,100,769,13.3,70,13,8,1,1,0,0,16,125.0,7.8,40.3%,2020,WR,Full
33,Brandon Aiyuk,SF,60,96,748,12.5,49,10,5,6,77,2,0,12,124.5,10.4,43.5%,2020,WR,Full
34,Cooper Kupp,LAR,92,124,974,10.6,55,12,3,4,33,0,1,15,116.7,7.8,90.9%,2020,WR,Full
35,Jarvis Landry,FA,72,101,840,11.7,32,11,3,4,10,1,0,15,116.0,7.7,7.1%,2020,WR,Full
36,Michael Gallup,FA,59,105,843,14.3,55,11,5,0,0,0,0,16,114.3,7.1,1.0%,2020,WR,Full
37,Tyler Boyd,TEN,79,110,841,10.6,72,7,4,5,49,0,0,15,113.6,7.6,4.6%,2020,WR,Full
38,Jamison Crowder,WAS,59,89,699,11.8,69,9,6,1,14,0,0,12,113.0,9.4,0.7%,2020,WR,Full
39,Tim Patrick,DET,51,79,742,14.5,61,14,6,0,0,0,0,15,110.2,7.3,6.3%,2020,WR,Full
40,Russell Gage,SF,72,109,786,10.9,35,6,4,2,9,0,0,16,109.1,6.8,0.0%,2020,WR,Full
41,T.Y. Hilton,FA,56,93,762,13.6,50,11,5,0,0,0,0,15,108.2,7.2,1.6%,2020,WR,Full
42,Mike Williams,PIT,48,85,756,15.8,64,13,5,1,1,0,0,15,105.7,7.0,18.1%,2020,WR,Full
43,Jerry Jeudy,CLE,52,113,856,16.5,92,14,3,0,0,0,0,16,105.6,6.6,72.7%,2020,WR,Full
44,Marquez Valdes-Scantling,NO,33,63,690,20.9,78,10,6,4,13,0,1,16,104.3,6.5,17.7%,2020,WR,Full
45,Emmanuel Sanders,FA,61,82,726,11.9,51,7,5,1,12,0,0,14,103.8,7.4,0.0%,2020,WR,Full
46,DeVante Parker,FA,63,103,793,12.6,31,10,4,0,0,0,0,14,103.3,7.4,0.0%,2020,WR,Full
47,Gabe Davis,JAC,35,62,599,17.1,56,10,7,1,0,0,0,16,101.9,6.4,18.0%,2020,WR,Full
48,DJ Chark Jr.,LAC,53,93,706,13.3,73,10,5,0,0,0,0,13,100.6,7.7,4.2%,2020,WR,Full
49,Keelan Cole Sr.,FA,55,88,642,11.7,51,8,5,1,2,0,0,16,100.4,6.3,0.0%,2020,WR,Full
50,Laviska Shenault Jr.,FA,58,79,600,10.3,36,10,5,18,91,0,0,14,99.1,7.1,0.1%,2020,WR,Full
51,Christian Kirk,JAC,48,79,621,12.9,80,7,6,2,3,0,0,14,98.4,7.0,34.9%,2020,WR,Full
52,Sterling Shepard,TB,66,90,656,9.9,29,10,3,6,49,1,0,12,96.5,8.0,5.1%,2020,WR,Full
53,Julio Jones,FA,51,68,771,15.1,44,16,3,0,0,0,0,9,95.1,10.6,0.8%,2020,WR,Full
54,Zach Pascal,ARI,44,71,629,14.3,42,13,5,0,0,0,0,16,92.9,5.8,0.0%,2020,WR,Full
55,Darnell Mooney,ATL,61,98,631,10.3,53,6,4,4,20,0,0,16,91.1,5.7,67.9%,2020,WR,Full
56,Darius Slayton,NYG,50,96,751,15.0,41,10,3,2,-1,0,1,16,91.0,5.7,9.9%,2020,WR,Full
57,Mecole Hardman Jr.,KC,41,62,560,13.7,49,7,4,4,31,0,2,16,87.1,5.4,0.2%,2020,WR,Full
58,Rashard Higgins,FA,37,52,599,16.2,43,12,4,0,0,0,0,13,83.9,6.5,0.0%,2020,WR,Full
59,David Moore,CAR,35,47,417,11.9,57,5,6,8,61,0,0,16,83.8,5.2,1.4%,2020,WR,Full
60,Jakobi Meyers,LV,59,81,729,12.4,35,11,0,2,9,0,1,14,83.6,6.0,72.7%,2020,WR,Full
61,Kendrick Bourne,NE,49,74,667,13.6,49,7,2,0,0,0,0,15,80.7,5.4,4.0%,2020,WR,Full
62,Greg Ward,FA,53,79,419,7.9,32,3,6,2,-4,0,0,16,80.1,5.0,0.0%,2020,WR,Full
63,Travis Fulgham,FA,38,67,539,14.2,42,5,4,0,0,0,0,13,77.9,6.0,0.0%,2020,WR,Full
64,Hunter Renfrow,FA,56,77,656,11.7,53,7,2,0,0,0,1,16,75.6,4.7,0.0%,2020,WR,Full
65,Josh Reynolds,JAC,52,81,618,11.9,40,8,2,1,5,0,1,16,72.3,4.5,1.6%,2020,WR,Full
66,Antonio Brown,FA,45,62,483,10.7,46,6,4,2,-2,0,0,8,72.1,9.0,1.0%,2020,WR,Full
67,Isaiah McKenzie,FA,30,34,282,9.4,46,3,5,10,9,0,0,16,69.6,4.4,0.0%,2020,WR,Full
68,Scotty Miller,FA,33,53,501,15.2,48,7,3,3,14,0,0,16,69.5,4.3,0.1%,2020,WR,Full
69,James Washington,FA,30,56,392,13.1,50,5,5,0,0,0,0,16,69.2,4.3,0.0%,2020,WR,Full
70,Breshad Perriman,FA,30,60,505,16.8,53,10,3,1,6,0,0,12,69.1,5.8,0.0%,2020,WR,Full
71,Jalen Guyton,FA,28,55,511,18.3,72,7,3,2,0,0,0,16,69.1,4.3,0.0%,2020,WR,Full
72,Tre'Quan Smith,FA,34,50,448,13.2,31,9,4,1,3,0,0,14,69.1,4.9,0.0%,2020,WR,Full
73,Damiere Byrd,FA,47,77,604,12.9,42,10,1,2,15,0,0,16,67.9,4.2,0.0%,2020,WR,Full
74,Allen Lazard,NYJ,33,46,451,13.7,72,6,3,2,17,0,0,10,64.8,6.5,6.7%,2020,WR,Full
75,A.J. Green,FA,47,104,523,11.1,33,3,2,0,0,0,0,16,64.3,4.0,0.9%,2020,WR,Full
76,John Brown,FA,33,52,458,13.9,46,7,3,0,0,0,0,9,63.8,7.1,0.0%,2020,WR,Full
77,Odell Beckham Jr.,FA,23,43,319,13.9,43,3,3,3,72,1,0,7,63.8,9.1,2.6%,2020,WR,Full
78,Demarcus Robinson,LAR,45,59,466,10.4,28,7,3,0,0,0,1,15,62.6,4.2,17.8%,2020,WR,Full
79,Randall Cobb,FA,38,48,441,11.6,34,6,3,0,0,0,0,10,62.1,6.2,1.3%,2020,WR,Full
80,Willie Snead IV,FA,33,48,432,13.1,34,7,3,0,0,0,0,13,61.2,4.7,0.0%,2020,WR,Full
81,Danny Amendola,FA,46,69,602,13.1,50,8,0,1,2,0,0,14,60.4,4.3,0.0%,2020,WR,Full
82,Braxton Berrios,MIA,37,55,394,10.6,43,6,3,3,29,0,0,16,60.3,3.8,0.8%,2020,WR,Full
83,KJ Hamler,BUF,30,56,381,12.7,49,5,3,9,40,0,0,13,60.1,4.6,0.0%,2020,WR,Full
84,Anthony Miller,BAL,49,76,485,9.9,34,4,2,2,12,0,1,16,59.7,3.7,0.0%,2020,WR,Full
85,Tyron Billy-Johnson,FA,20,26,398,19.9,55,7,3,3,17,0,0,12,59.5,5.0,0.0%,2020,WR,Full
86,Michael Pittman Jr.,IND,40,61,503,12.6,45,5,1,3,26,0,0,13,58.9,4.5,70.7%,2020,WR,Full
87,Henry Ruggs III,FA,26,43,452,17.4,72,8,2,9,49,0,2,13,58.1,4.5,8.4%,2020,WR,Full
88,Chris Conley,SF,40,63,471,11.8,51,5,2,0,0,0,1,15,57.1,3.8,0.1%,2020,WR,Full
89,Preston Williams,FA,18,35,288,16.0,47,6,4,0,0,0,0,8,56.8,7.1,0.0%,2020,WR,Full
90,Jalen Reagor,LAC,31,54,396,12.8,55,4,1,4,26,0,0,11,56.2,5.1,0.0%,2020,WR,Full
91,Cam Sims,FA,32,48,477,14.9,50,9,1,1,5,0,0,16,54.2,3.4,0.0%,2020,WR,Full
92,Keke Coutee,FA,33,40,400,12.1,64,3,3,0,0,0,3,8,54.0,6.8,0.0%,2020,WR,Full
93,Golden Tate,FA,35,52,388,11.1,39,5,2,0,0,0,0,12,51.5,4.3,1.1%,2020,WR,Full
94,Sammy Watkins,FA,37,55,421,11.4,37,4,2,1,3,0,1,10,51.4,5.1,0.0%,2020,WR,Full
95,Jakeem Grant Sr.,FA,36,54,373,10.4,30,3,1,3,20,0,0,14,51.3,3.7,0.0%,2020,WR,Full
96,Miles Boykin,FA,19,33,266,14.0,43,3,4,0,0,0,0,16,50.6,3.2,0.0%,2020,WR,Full
97,Deebo Samuel Sr.,WAS,33,44,391,11.8,35,8,1,8,26,0,0,7,47.7,6.8,84.5%,2020,WR,Full
98,Larry Fitzgerald,FA,54,72,409,7.6,18,0,1,0,0,0,0,13,46.9,3.6,0.6%,2020,WR,Full
99,Quintez Cephus,LAR,20,35,349,17.5,49,7,2,0,0,0,0,13,46.9,3.6,0.0%,2020,WR,Full
100,Kenny Golladay,FA,20,32,338,16.9,48,4,2,0,0,0,0,5,45.8,9.2,4.0%,2020,WR,Full
101,Donovan Peoples-Jones,FA,14,20,304,21.7,75,4,2,0,0,0,0,12,44.4,3.7,0.0%,2020,WR,Full
102,Michael Thomas,FA,40,55,438,11.0,24,5,0,1,1,0,0,7,43.9,6.3,0.7%,2020,WR,Full
103,Marvin Hall,FA,18,32,302,16.8,73,4,2,1,1,0,0,12,42.3,3.5,0.0%,2020,WR,Full
104,Richie James Jr.,FA,23,35,394,17.1,47,7,1,0,0,0,2,11,41.4,3.8,0.0%,2020,WR,Full
105,Collin Johnson,CHI,18,31,272,15.1,46,5,2,0,0,0,0,14,41.2,2.9,0.0%,2020,WR,Full
106,N'Keal Harry,FA,33,57,309,9.4,30,2,2,2,0,0,1,14,40.9,2.9,0.0%,2020,WR,Full
107,DaeSean Hamilton,FA,23,44,293,12.7,40,2,2,0,0,0,1,16,39.3,2.5,0.0%,2020,WR,Full
108,Denzel Mims,FA,23,44,357,15.5,30,6,0,0,0,0,0,9,37.7,4.2,0.0%,2020,WR,Full
109,Julian Edelman,FA,21,39,315,15.0,49,3,0,2,22,0,0,6,35.2,5.9,8.4%,2020,WR,Full
110,Adam Humphries,FA,23,35,228,9.9,23,2,2,1,0,0,0,7,34.8,5.0,0.0%,2020,WR,Full
111,Cedrick Wilson Jr.,NO,17,28,189,11.1,42,2,2,3,-12,0,0,16,34.6,2.2,0.7%,2020,WR,Full
112,Andy Isabella,FA,21,35,224,10.7,54,3,2,1,-6,0,0,13,33.8,2.6,0.0%,2020,WR,Full
113,Olamide Zaccheaus,WAS,20,32,274,13.7,51,2,1,1,0,0,0,11,33.4,3.0,8.1%,2020,WR,Full
114,Devin Duvernay,JAC,20,26,201,10.1,39,1,0,4,70,0,0,16,33.1,2.1,0.2%,2020,WR,Full
115,DeSean Jackson,FA,14,26,236,16.9,81,3,1,1,12,0,0,5,30.8,6.2,0.6%,2020,WR,Full
116,Steven Sims Jr.,BAL,27,37,265,9.8,30,3,1,1,18,0,2,12,30.3,2.5,0.0%,2020,WR,Full
117,Chad Beebe,FA,20,30,201,10.1,40,1,2,0,0,0,1,14,30.1,2.2,0.0%,2020,WR,Full
118,Chad Hansen,FA,17,24,236,13.9,38,3,1,0,0,0,0,5,29.6,5.9,0.0%,2020,WR,Full
119,Tyler Johnson,LAR,12,17,169,14.1,35,3,2,0,0,0,0,14,28.9,2.1,0.9%,2020,WR,Full
120,Dontrelle Inman,FA,18,28,163,9.1,17,0,2,0,0,0,0,10,28.3,2.8,0.0%,2020,WR,Full
121,Byron Pringle,FA,13,17,160,12.3,37,3,1,0,0,0,0,12,28.0,2.3,0.0%,2020,WR,Full
122,Van Jefferson,PIT,19,31,220,11.6,31,2,1,1,-1,0,0,16,27.9,1.7,1.5%,2020,WR,Full
123,Freddie Swain,FA,13,21,159,12.2,23,3,2,0,0,0,0,16,27.9,1.7,0.0%,2020,WR,Full
124,Deonte Harty,BAL,20,25,186,9.3,40,1,1,6,51,0,1,9,27.7,3.1,0.1%,2020,WR,Full
125,Isaiah Ford,FA,28,44,276,9.9,18,0,0,0,0,0,0,10,27.6,2.8,0.0%,2020,WR,Full
126,Mohamed Sanu Sr.,FA,17,24,187,11.0,21,3,1,1,3,0,0,10,27.0,2.7,0.0%,2020,WR,Full
127,Lynn Bowden Jr.,FA,28,37,211,7.5,22,1,0,9,32,0,0,10,25.6,2.6,0.0%,2020,WR,Full
128,Marcus Johnson,FA,14,28,255,18.2,55,6,0,0,0,0,0,11,25.5,2.3,0.0%,2020,WR,Full
129,Bryan Edwards,FA,11,15,193,17.5,34,5,1,0,0,0,0,12,25.3,2.1,0.0%,2020,WR,Full
130,Zay Jones,ARI,14,20,154,11.0,37,1,1,0,0,0,0,16,22.6,1.4,3.6%,2020,WR,Full
131,Mack Hollins,BUF,16,25,176,11.0,34,2,1,0,0,0,1,16,21.6,1.4,2.5%,2020,WR,Full
132,Marquez Callaway,TB,21,27,213,10.1,27,1,0,0,0,0,0,11,21.3,1.9,0.0%,2020,WR,Full
133,Bisi Johnson,FA,14,19,189,13.5,29,3,0,0,0,0,0,16,20.9,1.3,0.0%,2020,WR,Full
134,Gunner Olszewski,NYG,5,5,62,12.4,38,1,1,5,23,0,0,13,20.5,1.6,0.0%,2020,WR,Full
135,Kenny Stills,FA,11,19,144,13.1,24,2,1,0,0,0,0,10,20.4,2.0,0.0%,2020,WR,Full
136,Isaiah Wright,FA,27,35,197,7.3,22,1,0,3,16,0,1,14,19.3,1.4,0.0%,2020,WR,Full
137,John Hightower,FA,10,29,167,16.7,59,2,0,1,1,0,0,13,18.8,1.4,1.1%,2020,WR,Full
138,Equanimeous St. Brown,FA,7,13,117,16.7,24,3,1,1,7,0,0,12,18.4,1.5,0.0%,2020,WR,Full
139,Kalif Raymond,DET,9,15,187,20.8,61,4,0,1,-3,0,0,15,18.4,1.2,2.6%,2020,WR,Full
140,KhaDarel Hodge,ATL,11,17,180,16.4,42,2,0,0,0,0,0,9,18.0,2.0,0.1%,2020,WR,Full
141,Cameron Batson,FA,12,13,100,8.3,18,0,1,4,20,0,0,12,18.0,1.5,0.0%,2020,WR,Full
142,Brandon Powell,MIN,12,18,69,5.8,13,0,2,2,7,0,1,15,17.6,1.2,0.8%,2020,WR,Full
143,Alshon Jeffery,FA,6,13,115,19.2,39,3,1,0,0,0,0,7,17.5,2.5,0.0%,2020,WR,Full
144,KeeSean Johnson,FA,15,23,173,11.5,45,2,0,0,0,0,0,8,17.3,2.2,0.0%,2020,WR,Full
145,Mike Thomas,FA,13,21,132,10.2,29,2,1,1,1,0,1,14,17.3,1.2,0.0%,2020,WR,Full
146,Laquon Treadwell,IND,6,7,49,8.2,14,0,2,0,0,0,0,5,16.9,3.4,0.0%,2020,WR,Full
147,Jeff Smith,FA,17,37,167,9.8,21,1,0,0,0,0,0,12,16.7,1.4,0.0%,2020,WR,Full
148,Dez Bryant,FA,6,11,47,7.8,16,0,2,0,0,0,0,6,16.7,2.8,2.6%,2020,WR,Full
149,Quez Watkins,ARI,7,13,106,15.1,43,2,1,0,0,0,0,6,16.6,2.8,0.0%,2020,WR,Full
150,Jamal Agnew,FA,13,20,89,6.8,20,1,0,6,33,0,1,14,16.2,1.2,0.0%,2020,WR,Full
151,Noah Brown,WAS,14,24,154,11.0,20,1,0,1,4,0,0,16,15.8,1.0,5.8%,2020,WR,Full
152,Malcolm Perry,FA,9,13,92,10.2,25,1,1,3,5,0,0,9,15.7,1.7,0.0%,2020,WR,Full
153,Auden Tate,FA,14,22,150,10.7,19,0,0,0,0,0,0,9,15.0,1.7,0.0%,2020,WR,Full
154,Christian Blake,FA,13,18,141,10.8,25,3,0,0,0,0,0,16,14.1,0.9,0.0%,2020,WR,Full
155,Malik Taylor,NYJ,5,6,66,13.2,26,2,1,1,9,0,0,15,13.5,0.9,0.0%,2020,WR,Full
156,DeMichael Harris,FA,10,10,79,7.9,21,1,0,6,46,0,0,7,12.5,1.8,0.0%,2020,WR,Full
157,Ray-Ray McCloud III,ATL,20,22,77,3.9,13,0,0,4,65,0,1,16,12.2,0.8,16.2%,2020,WR,Full
158,Chris Hogan,FA,14,26,118,8.4,27,1,0,0,0,0,0,5,11.8,2.4,0.0%,2020,WR,Full
159,Dante Pettis,NO,4,6,76,19.0,33,2,1,0,0,0,1,7,11.6,1.7,0.1%,2020,WR,Full
160,Javon Wims,FA,6,12,48,8.0,13,0,1,1,2,0,0,13,11.0,0.8,0.0%,2020,WR,Full
161,Alex Erickson,FA,12,17,139,11.6,42,2,0,5,7,0,2,16,10.6,0.7,0.0%,2020,WR,Full
162,Lil'Jordan Humphrey,DEN,3,5,46,15.3,17,0,1,0,0,0,0,3,10.6,3.5,1.1%,2020,WR,Full
163,Diontae Spencer,FA,3,6,26,8.7,10,0,0,3,19,0,0,11,10.5,1.0,0.0%,2020,WR,Full
164,J.J. Arcega-Whiteside,FA,4,8,85,21.3,37,2,0,0,0,0,0,8,10.5,1.3,0.0%,2020,WR,Full
165,C.J. Board,FA,11,16,101,9.2,16,0,0,1,3,0,0,14,10.4,0.7,0.0%,2020,WR,Full
166,Justin Watson,KC,7,11,94,13.4,36,1,0,0,0,0,0,11,9.4,0.9,1.8%,2020,WR,Full
167,Austin Mack,FA,7,11,91,13.0,50,1,0,0,0,0,0,11,9.1,0.8,0.0%,2020,WR,Full
168,Joe Reed,FA,0,1,0,0,0,0,0,5,29,1,0,11,8.9,0.8,0.0%,2020,WR,Full
169,Parris Campbell,PHI,6,9,71,11.8,21,1,0,2,16,0,0,2,8.7,4.4,0.0%,2020,WR,Full
170,Austin Carr,FA,3,4,27,9.0,11,0,1,0,0,0,0,6,8.7,1.5,0.0%,2020,WR,Full
171,Trent Taylor,SF,10,21,86,8.6,29,2,0,0,0,0,0,12,8.6,0.7,0.0%,2020,WR,Full
172,Jake Kumerow,FA,1,1,22,22.0,22,1,1,0,0,0,0,6,8.2,1.4,0.0%,2020,WR,Full
173,Pharoh Cooper,FA,5,8,73,14.6,32,1,0,0,0,0,0,16,7.3,0.5,0.0%,2020,WR,Full
174,Courtland Sutton,DEN,3,6,66,22.0,45,2,0,0,0,0,0,1,6.6,6.6,84.6%,2020,WR,Full
175,Ashton Dulin,IND,3,6,53,17.7,34,1,0,2,11,0,0,13,6.4,0.5,0.0%,2020,WR,Full
176,Tyrie Cleveland,FA,6,9,63,10.5,17,0,0,0,0,0,0,10,6.3,0.6,0.0%,2020,WR,Full
177,Damion Ratley,FA,4,10,63,15.8,29,1,0,0,0,0,0,5,6.3,1.3,0.0%,2020,WR,Full
178,Ja'Marcus Bradley,FA,5,11,60,12.0,22,1,0,0,0,0,0,3,6.0,2.0,0.0%,2020,WR,Full
179,Steven Mitchell Jr.,FA,5,8,60,12.0,20,1,0,0,0,0,0,6,6.0,1.0,0.0%,2020,WR,Full
180,Jaydon Mickens,FA,7,10,58,8.3,11,0,0,0,0,0,0,10,5.8,0.6,0.0%,2020,WR,Full
181,KJ Hill Jr.,FA,7,11,73,10.4,25,1,0,0,0,0,1,15,5.3,0.4,0.0%,2020,WR,Full
182,Nick Westbrook-Ikhine,TEN,3,8,33,11.0,19,0,0,0,0,0,0,14,5.3,0.4,23.7%,2020,WR,Full
183,Trent Sherfield Sr.,MIN,5,7,50,10.0,26,1,0,0,0,0,0,15,5.0,0.3,0.1%,2020,WR,Full
184,Isaiah Zuber,FA,2,2,29,14.5,16,0,0,2,21,0,0,4,5.0,1.3,0.0%,2020,WR,Full
185,River Cracraft,MIA,6,9,41,6.8,12,0,0,0,0,0,0,9,4.1,0.5,0.1%,2020,WR,Full
186,Ted Ginn Jr.,FA,3,6,40,13.3,29,1,0,0,0,0,0,5,4.0,0.8,0.0%,2020,WR,Full
187,Riley Ridley,FA,4,4,39,9.8,18,0,0,0,0,0,0,5,3.9,0.8,0.0%,2020,WR,Full
188,Robert Foster,FA,2,6,37,18.5,28,1,0,0,0,0,0,4,3.7,0.9,0.0%,2020,WR,Full
189,Brandon Zylstra,FA,3,4,35,11.7,28,1,0,1,1,0,0,16,3.6,0.2,0.0%,2020,WR,Full
190,Terry Godwin,FA,3,6,32,10.7,21,1,0,1,3,0,0,3,3.5,1.2,0.0%,2020,WR,Full
191,Lawrence Cager,WAS,2,6,35,17.5,19,0,0,0,0,0,0,2,3.5,1.8,0.0%,2020,WR,Full
192,Seth Roberts,FA,4,6,31,7.8,12,0,0,0,0,0,0,7,3.1,0.4,0.0%,2020,WR,Full
193,Josh Malone,FA,4,6,16,4.0,13,0,0,1,12,0,0,4,2.8,0.7,0.0%,2020,WR,Full
194,Darrius Shepherd,FA,5,8,46,9.2,19,0,0,0,0,0,1,8,2.6,0.3,0.0%,2020,WR,Full
195,Antonio Gandy-Golden,FA,1,7,3,3.0,3,0,0,1,22,0,0,6,2.5,0.4,0.0%,2020,WR,Full
196,Daurice Fountain,FA,2,3,23,11.5,12,0,0,0,0,0,0,5,2.3,0.5,0.0%,2020,WR,Full
197,Penny Hart,FA,1,1,3,3.0,3,0,0,1,19,0,0,13,2.2,0.2,0.0%,2020,WR,Full
198,Antonio Callaway,FA,2,4,20,10.0,13,0,0,0,0,0,0,5,2.0,0.4,0.0%,2020,WR,Full
199,Donte Moncrief,FA,1,2,15,15.0,15,0,0,1,4,0,0,6,1.9,0.3,0.0%,2020,WR,Full
200,Tommylee Lewis,FA,1,3,5,5.0,5,0,0,2,14,0,0,5,1.9,0.4,0.0%,2020,WR,Full
201,Deontay Burnett,FA,3,4,19,6.3,10,0,0,0,0,0,0,2,1.9,1.0,0.0%,2020,WR,Full
202,John Ross,FA,2,7,17,8.5,15,0,0,0,0,0,0,3,1.7,0.6,0.0%,2020,WR,Full
203,Jaleel Scott,FA,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0%,2020,WR,Full
204,James Proche II,CLE,1,3,14,14.0,14,0,0,0,0,0,0,14,1.4,0.1,0.0%,2020,WR,Full
205,Keith Kirkwood,BAL,1,2,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%,2020,WR,Full
206,Vyncint Smith,FA,1,3,13,13.0,13,0,0,0,0,0,0,7,1.3,0.2,0.0%,2020,WR,Full
207,Cody Hollister,FA,1,1,12,12.0,12,0,0,0,0,0,0,2,1.2,0.6,0.0%,2020,WR,Full
208,Bennie Fowler III,FA,2,6,11,5.5,7,0,0,0,0,0,0,5,1.1,0.2,0.0%,2020,WR,Full
209,Marcus Kemp,FA,1,1,11,11.0,11,0,0,0,0,0,0,10,1.1,0.1,0.0%,2020,WR,Full
210,Gehrig Dieter,FA,1,2,10,10.0,10,0,0,0,0,0,0,4,1.0,0.3,0.0%,2020,WR,Full
211,Trenton Irwin,FA,1,2,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.1%,2020,WR,Full
212,JoJo Natson,FA,0,0,0,0,0,0,0,1,3,0,0,3,0.3,0.1,0.0%,2020,WR,Full
213,Matt Cole,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
214,Chris Rowland,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,WR,Full
215,Kristian Wilkerson,LV,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,2020,WR,Full
216,Dan Chisena,CAR,0,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%,2020,WR,Full
217,Reggie Begelton,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
218,Isaiah Coulter,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
219,Kirk Merritt,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
220,Dezmon Patmon,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
221,K.J. Osborn,WAS,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,1.3%,2020,WR,Full
