Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
15,Kenneth Walker III,SEA,228,"1,050",4.6,74,10,9,27,35,165,6.1,0,0,15,175.5,11.7,81.7%,2022,RB,Full
16,Travis Etienne Jr.,JAC,220,"1,125",5.1,62,8,5,35,45,316,9.0,0,3,17,170.1,10.0,81.7%,2022,RB,Full
17,Ezekiel Elliott,FA,231,876,3.8,27,5,12,17,23,92,5.4,0,0,15,168.8,11.3,20.4%,2022,RB,Full
18,Alvin Kamara,NO,223,897,4.0,27,3,2,57,77,490,8.6,2,4,15,154.7,10.3,87.9%,2022,RB,Full
19,James Conner,ARI,183,782,4.3,23,3,7,46,58,300,6.5,1,1,13,154.2,11.9,82.6%,2022,RB,Full
20,Leonard Fournette,FA,189,668,3.5,23,1,3,73,83,523,7.2,3,0,16,154.1,9.6,2.1%,2022,RB,Full
21,David Montgomery,DET,201,801,4.0,28,2,5,34,40,316,9.3,1,2,16,143.7,9.0,75.4%,2022,RB,Full
22,Tyler Allgeier,ATL,210,"1,035",4.9,44,6,3,16,17,139,8.7,1,0,16,143.4,9.0,36.7%,2022,RB,Full
23,D'Andre Swift,CHI,99,542,5.5,50,3,5,48,70,389,8.1,3,0,14,143.1,10.2,83.1%,2022,RB,Full
24,Jerick McKinnon,FA,72,291,4.0,30,2,1,56,71,512,9.1,9,1,17,140.3,8.3,0.0%,2022,RB,Full
25,Devin Singletary,NYG,178,822,4.6,33,5,5,38,52,280,7.4,1,3,17,140.2,8.2,43.6%,2022,RB,Full
26,AJ Dillon,GB,186,770,4.1,27,3,7,28,43,206,7.4,0,0,17,139.6,8.2,3.7%,2022,RB,Full
27,Raheem Mostert,FA,181,891,4.9,67,6,3,31,42,202,6.5,2,1,16,137.3,8.6,42.9%,2022,RB,Full
28,Jeff Wilson Jr.,MIA,176,860,4.9,41,7,5,22,37,185,8.4,1,2,16,136.5,8.5,0.6%,2022,RB,Full
29,Dameon Pierce,HOU,220,939,4.3,75,7,4,30,39,165,5.5,1,2,13,136.4,10.5,9.3%,2022,RB,Full
30,Cordarrelle Patterson,PIT,144,695,4.8,40,4,8,21,31,122,5.8,0,1,13,133.7,10.3,1.6%,2022,RB,Full
31,Cam Akers,MIN,188,786,4.2,42,3,7,13,18,117,9.0,0,2,15,128.3,8.6,14.2%,2022,RB,Full
32,Latavius Murray,FA,171,760,4.4,52,5,6,27,35,132,4.9,0,0,14,127.2,9.1,0.0%,2022,RB,Full
33,D'Onta Foreman,CLE,203,914,4.5,60,8,5,5,9,26,5.2,0,0,16,126.0,7.9,3.4%,2022,RB,Full
34,Isiah Pacheco,KC,170,830,4.9,31,3,5,13,14,130,10.0,0,2,17,122.0,7.2,84.8%,2022,RB,Full
35,Antonio Gibson,NE,149,546,3.7,20,1,3,46,58,353,7.7,2,0,15,119.9,8.0,22.5%,2022,RB,Full
36,Jonathan Taylor,IND,192,861,4.5,66,5,4,28,40,143,5.1,0,3,12,118.4,9.9,92.9%,2022,RB,Full
37,Khalil Herbert,CIN,129,731,5.7,63,4,4,9,12,57,6.3,1,0,13,108.8,8.4,11.3%,2022,RB,Full
38,Samaje Perine,KC,95,394,4.1,29,1,2,38,51,287,7.6,4,0,16,104.1,6.5,4.2%,2022,RB,Full
39,Brian Robinson Jr.,WAS,205,797,3.9,24,2,2,9,12,60,6.7,1,0,12,103.7,8.6,84.9%,2022,RB,Full
40,Breece Hall,NYJ,80,463,5.8,62,3,4,19,31,218,11.5,1,1,7,96.1,13.7,91.6%,2022,RB,Full
41,Kareem Hunt,KC,123,468,3.8,24,2,3,35,44,210,6.0,1,0,17,91.8,5.4,48.5%,2022,RB,Full
42,Rachaad White,TB,129,481,3.7,35,2,1,50,58,290,5.8,2,3,17,89.1,5.2,85.8%,2022,RB,Full
43,Kenyan Drake,FA,109,482,4.4,40,5,4,17,26,89,5.2,1,0,12,87.1,7.3,1.1%,2022,RB,Full
44,James Cook,BUF,91,525,5.8,33,6,2,21,32,180,8.6,1,1,17,86.5,5.1,93.1%,2022,RB,Full
45,Michael Carter,ARI,114,402,3.5,25,3,3,41,54,288,7.0,0,1,16,85.0,5.3,14.7%,2022,RB,Full
46,Clyde Edwards-Helaire,NO,71,302,4.3,52,2,3,17,23,151,8.9,3,0,10,81.3,8.1,7.2%,2022,RB,Full
47,James Robinson,FA,110,425,3.9,50,4,3,11,14,51,4.6,2,0,11,77.6,7.1,0.0%,2022,RB,Full
48,J.K. Dobbins,LAC,92,520,5.7,44,4,2,7,8,42,6.0,1,0,8,74.2,9.3,74.2%,2022,RB,Full
49,Damien Harris,FA,106,462,4.4,30,2,3,17,23,97,5.7,0,0,11,73.9,6.7,9.0%,2022,RB,Full
50,Chuba Hubbard,CAR,95,466,4.9,35,3,2,14,17,171,12.2,0,1,14,73.7,5.3,73.0%,2022,RB,Full
51,Alexander Mattison,LV,74,283,3.8,15,0,5,15,18,91,6.1,1,0,17,73.4,4.3,44.8%,2022,RB,Full
52,Jaylen Warren,PIT,77,379,4.9,31,3,1,28,33,214,7.6,0,0,16,65.3,4.1,68.2%,2022,RB,Full
53,Kenneth Gainwell,PHI,53,240,4.5,13,0,4,23,29,169,7.3,0,0,17,64.9,3.8,11.7%,2022,RB,Full
54,Eno Benjamin,FA,77,313,4.1,45,1,2,25,34,193,7.7,0,0,13,64.6,5.0,0.0%,2022,RB,Full
55,Melvin Gordon III,FA,90,318,3.5,17,0,2,25,32,223,8.9,0,2,10,62.1,6.2,0.1%,2022,RB,Full
56,Gus Edwards,LAC,87,433,5.0,37,3,3,0,2,0,0,0,1,9,59.3,6.6,45.3%,2022,RB,Full
57,Chase Edmonds,TB,68,245,3.6,28,3,2,16,24,157,9.8,1,0,13,58.2,4.5,0.1%,2022,RB,Full
58,Darrell Henderson Jr.,FA,70,283,4.0,23,1,3,17,22,102,6.0,0,0,10,56.5,5.7,5.0%,2022,RB,Full
59,Dontrell Hilliard,FA,22,145,6.6,30,2,0,21,26,177,8.4,4,0,12,56.2,4.7,0.0%,2022,RB,Full
60,Deon Jackson,FA,68,236,3.5,17,0,1,30,34,209,7.0,1,1,12,54.5,4.5,0.0%,2022,RB,Full
61,Zack Moss,CIN,93,456,4.9,43,2,1,11,13,39,3.5,0,1,13,53.5,4.1,33.5%,2022,RB,Full
62,Nyheim Hines,FA,24,33,1.4,9,0,1,30,37,241,8.0,1,0,16,51.4,3.2,0.1%,2022,RB,Full
63,Joshua Kelley,TEN,69,287,4.2,22,1,2,14,25,101,7.2,0,0,12,50.8,4.2,0.0%,2022,RB,Full
64,JaMycal Hasty,NE,46,194,4.2,61,1,2,21,27,121,5.8,1,0,14,49.5,3.5,0.7%,2022,RB,Full
65,Rashaad Penny,FA,57,346,6.1,41,5,2,4,5,16,4.0,0,0,5,48.2,9.6,0.0%,2022,RB,Full
66,Zonovan Knight,NYJ,85,300,3.5,48,1,1,13,14,100,7.7,0,0,7,46.0,6.6,0.0%,2022,RB,Full
67,Caleb Huntley,FA,76,366,4.8,30,2,1,2,2,3,1.5,0,0,12,42.9,3.6,0.0%,2022,RB,Full
68,Boston Scott,FA,54,217,4.0,21,1,3,5,6,15,3.0,0,0,15,41.2,2.7,0.0%,2022,RB,Full
69,Elijah Mitchell,SF,45,279,6.2,37,1,2,3,4,7,2.3,0,0,5,40.6,8.1,5.5%,2022,RB,Full
70,Matt Breida,FA,54,220,4.1,18,0,1,20,25,118,5.9,0,0,17,39.8,2.3,0.0%,2022,RB,Full
71,Justin Jackson,FA,42,170,4.0,27,1,1,12,19,101,8.4,1,0,15,39.1,2.6,0.0%,2022,RB,Full
72,Kyle Juszczyk,SF,7,26,3.7,9,0,1,19,23,200,10.5,1,0,13,34.6,2.7,1.2%,2022,RB,Full
73,Rex Burkhead,FA,26,80,3.1,9,0,0,37,51,204,5.5,1,0,15,34.4,2.3,10.0%,2022,RB,Full
74,Mark Ingram II,FA,62,233,3.8,14,0,1,16,18,68,4.3,0,2,10,34.1,3.4,3.0%,2022,RB,Full
75,Raheem Blackshear,CAR,23,77,3.3,16,0,3,10,12,93,9.3,0,1,13,33.0,2.5,7.7%,2022,RB,Full
76,Jordan Mason,SF,43,258,6.0,55,1,1,0,0,0,0,0,0,12,31.8,2.7,27.7%,2022,RB,Full
77,Ty Johnson,BUF,30,160,5.3,32,2,1,12,24,88,7.3,0,0,12,30.8,2.6,5.6%,2022,RB,Full
78,Marlon Mack,FA,16,84,5.3,17,0,1,8,10,99,12.4,1,0,8,30.3,3.8,0.0%,2022,RB,Full
79,DeeJay Dallas,ARI,35,186,5.3,27,1,0,17,19,126,7.4,0,0,15,30.2,2.0,0.3%,2022,RB,Full
80,Justice Hill,BAL,49,262,5.3,34,1,0,12,12,58,4.8,0,1,15,30.0,2.0,24.4%,2022,RB,Full
81,Ameer Abdullah,LV,4,20,5.0,7,0,0,25,32,211,8.4,1,0,16,29.1,1.8,25.1%,2022,RB,Full
82,J.D. McKissic,FA,22,95,4.3,33,1,0,27,40,173,6.4,0,0,9,28.8,3.2,1.0%,2022,RB,Full
83,Dare Ogunbowale,HOU,42,123,2.9,11,0,1,20,26,104,5.2,0,0,15,28.7,1.9,1.0%,2022,RB,Full
84,Malik Davis,DAL,38,161,4.2,23,2,1,6,7,63,10.5,0,0,6,28.4,4.7,1.0%,2022,RB,Full
85,Travis Homer,CHI,19,74,3.9,16,0,0,16,18,157,9.8,1,1,12,27.1,2.3,1.3%,2022,RB,Full
86,Javonte Williams,DEN,47,204,4.3,17,0,0,16,22,76,4.8,0,1,4,26.0,6.5,69.2%,2022,RB,Full
87,Gary Brightwell,CIN,31,141,4.5,25,1,1,5,8,39,7.8,0,0,15,24.0,1.6,0.0%,2022,RB,Full
88,Alec Ingold,MIA,6,8,1.3,2,0,1,15,23,105,7.0,1,0,12,23.3,1.9,0.6%,2022,RB,Full
89,Craig Reynolds,DET,23,102,4.4,21,1,0,9,10,116,12.9,0,0,7,21.8,3.1,3.5%,2022,RB,Full
90,Kyren Williams,LAR,35,139,4.0,17,0,0,9,12,76,8.4,0,0,8,21.5,2.7,94.2%,2022,RB,Full
91,C.J. Ham,MIN,4,7,1.8,3,0,2,10,12,86,8.6,0,0,11,21.3,1.9,0.6%,2022,RB,Full
92,Pierre Strong Jr.,CLE,10,100,10.0,44,1,1,7,7,42,6.0,0,0,10,20.2,2.0,0.7%,2022,RB,Full
93,Mike Boone,CAR,24,102,4.3,18,0,0,9,15,96,10.7,0,0,8,19.8,2.5,1.7%,2022,RB,Full
94,Avery Williams,ATL,22,109,5.0,21,1,1,13,14,61,4.7,0,1,17,19.5,1.1,0.6%,2022,RB,Full
95,Jonathan Williams,FA,37,152,4.1,23,1,0,7,10,40,5.7,0,0,9,19.2,2.1,0.0%,2022,RB,Full
96,Tevin Coleman,FA,12,26,2.2,14,0,1,3,3,44,14.7,1,0,3,19.0,6.3,0.0%,2022,RB,Full
97,Brandon Bolden,FA,17,66,3.9,12,0,0,10,10,62,6.2,1,0,12,18.8,1.6,0.0%,2022,RB,Full
98,Malcolm Brown,FA,18,81,4.5,23,1,1,5,6,37,7.4,0,0,7,17.8,2.5,0.0%,2022,RB,Full
99,Darrel Williams,FA,21,102,4.9,30,1,1,4,8,9,2.3,0,0,5,17.1,3.4,0.0%,2022,RB,Full
100,Corey Clement,FA,15,55,3.7,12,0,1,5,7,54,10.8,0,0,5,16.9,3.4,0.0%,2022,RB,Full
101,Benny Snell Jr.,FA,20,90,4.5,16,0,1,2,2,17,8.5,0,0,9,16.7,1.9,0.0%,2022,RB,Full
102,Sony Michel,FA,36,106,2.9,12,0,0,9,13,53,5.9,0,0,10,15.9,1.6,0.0%,2022,RB,Full
103,Ronald Jones II,FA,17,70,4.1,13,0,1,1,1,22,22.0,0,0,5,15.2,3.0,0.0%,2022,RB,Full
104,Derek Watt,FA,9,21,2.3,4,0,1,5,5,11,2.2,1,0,12,15.2,1.3,0.0%,2022,RB,Full
105,Hassan Haskins,LAC,25,93,3.7,12,0,0,11,12,57,5.2,0,0,14,15.0,1.1,0.9%,2022,RB,Full
106,Keaontay Ingram,KC,27,60,2.2,13,0,1,4,5,21,5.3,0,0,11,14.1,1.3,0.0%,2022,RB,Full
107,Zander Horvath,FA,4,8,2.0,3,0,0,5,8,8,1.6,2,0,8,13.6,1.7,1.2%,2022,RB,Full
108,Reggie Gilliam,BUF,0,0,0,0,0,0,9,11,76,8.4,1,0,8,13.6,1.7,0.0%,2022,RB,Full
109,Salvon Ahmed,IND,12,64,5.3,11,0,1,1,1,8,8.0,0,0,7,13.2,1.9,0.0%,2022,RB,Full
110,Royce Freeman,FA,41,117,2.9,11,0,0,6,8,33,5.5,0,1,5,13.0,2.6,0.0%,2022,RB,Full
111,Kevin Harris,FA,18,52,2.9,14,0,1,0,0,0,0,0,0,5,11.2,2.2,0.0%,2022,RB,Full
112,Snoop Conner,FA,12,42,3.5,8,0,1,0,0,0,0,0,0,5,10.2,2.0,0.0%,2022,RB,Full
113,Tyrion Davis-Price,PHI,34,99,2.9,20,1,0,0,2,0,0,0,0,5,9.9,2.0,0.1%,2022,RB,Full
114,Chris Evans,CIN,0,0,0,0,0,0,3,4,38,12.7,1,0,10,9.8,1.0,0.0%,2022,RB,Full
115,Darrynton Evans,CHI,14,64,4.6,21,1,0,1,1,33,33.0,0,0,3,9.7,3.2,0.0%,2022,RB,Full
116,Kene Nwangwu,NYJ,9,14,1.6,8,0,0,2,2,21,10.5,0,0,14,9.5,0.7,0.0%,2022,RB,Full
117,Patrick Ricard,BAL,7,16,2.3,5,0,0,11,13,74,6.7,0,0,13,9.0,0.7,0.8%,2022,RB,Full
118,Phillip Lindsay,FA,15,49,3.3,15,0,0,6,8,19,3.2,0,0,3,8.8,2.9,0.0%,2022,RB,Full
119,Jordan Wilkins,FA,13,58,4.5,9,0,0,6,8,29,4.8,0,0,4,8.7,2.2,0.0%,2022,RB,Full
120,Tyler Badie,DEN,1,0,0.0,0,0,0,1,1,24,24.0,1,0,1,8.4,8.4,0.7%,2022,RB,Full
121,Jaret Patterson,LAC,17,78,4.6,14,0,0,0,1,0,0,0,0,2,7.8,3.9,0.0%,2022,RB,Full
122,Ty Montgomery II,FA,2,-2,-1.0,0,0,0,3,4,15,5.0,1,0,1,7.3,7.3,0.0%,2022,RB,Full
123,Ke'Shawn Vaughn,FA,17,53,3.1,12,0,0,3,4,19,6.3,0,0,9,7.2,0.8,0.1%,2022,RB,Full
124,Zamir White,LV,17,70,4.1,22,1,0,0,0,0,0,0,0,11,7.0,0.6,30.0%,2022,RB,Full
125,Trayveon Williams,CIN,6,30,5.0,16,0,0,2,3,30,15.0,0,0,9,6.0,0.7,0.5%,2022,RB,Full
126,Myles Gaskin,FA,10,26,2.6,10,0,0,4,6,28,7.0,0,0,2,5.4,2.7,0.0%,2022,RB,Full
127,Tony Jones Jr.,FA,10,24,2.4,7,0,0,5,8,30,6.0,0,0,3,5.4,1.8,0.0%,2022,RB,Full
128,Isaiah Spiller,LV,18,41,2.3,11,0,0,3,3,13,4.3,0,0,5,5.4,1.1,0.0%,2022,RB,Full
129,Julius Chestnut,TEN,9,12,1.3,5,0,0,3,3,41,13.7,0,0,6,5.3,0.9,1.3%,2022,RB,Full
130,Spencer Brown,FA,9,43,4.8,7,0,0,2,4,10,5.0,0,0,2,5.3,2.7,0.0%,2022,RB,Full
131,David Johnson,FA,12,24,2.0,5,0,0,4,4,47,11.8,0,1,4,5.1,1.3,0.0%,2022,RB,Full
132,Ronnie Rivers,LAR,9,21,2.3,5,0,0,5,5,29,5.8,0,0,2,5.0,2.5,0.6%,2022,RB,Full
133,Patrick Taylor Jr.,SF,10,31,3.1,6,0,0,1,1,17,17.0,0,0,7,4.8,0.7,16.6%,2022,RB,Full
134,Dwayne Washington,FA,11,38,3.5,8,0,0,1,1,7,7.0,0,0,7,4.5,0.6,0.0%,2022,RB,Full
135,Trestan Ebner,FA,24,54,2.3,11,0,0,2,8,8,4.0,0,1,11,4.2,0.4,0.0%,2022,RB,Full
136,Anthony McFarland Jr.,FA,6,30,5.0,14,0,0,2,2,11,5.5,0,0,1,4.1,4.1,1.1%,2022,RB,Full
137,Larry Rountree III,FA,13,19,1.5,5,0,0,2,2,14,7.0,0,0,3,3.3,1.1,0.0%,2022,RB,Full
138,Jonathan Ward,PIT,5,25,5.0,12,0,0,2,3,7,3.5,0,0,4,3.2,0.8,0.0%,2022,RB,Full
139,Giovani Bernard,FA,8,28,3.5,8,0,0,2,2,-1,-0.5,0,0,4,2.7,0.7,0.0%,2022,RB,Full
140,D'Ernest Johnson,JAC,4,17,4.3,7,0,0,3,3,7,2.3,0,0,10,2.4,0.2,1.1%,2022,RB,Full
141,Mike Davis,FA,8,18,2.3,10,0,0,2,2,4,2.0,0,0,5,2.2,0.4,1.0%,2022,RB,Full
142,Ty Chandler,MIN,6,20,3.3,10,0,0,0,0,0,0,0,0,2,2.0,1.0,13.5%,2022,RB,Full
143,Trey Sermon,IND,2,19,9.5,14,0,0,0,0,0,0,0,0,1,1.9,1.9,3.7%,2022,RB,Full
144,Michael Burton,DEN,5,7,1.4,6,0,0,2,3,11,5.5,0,0,12,1.8,0.2,0.1%,2022,RB,Full
145,Adam Prentice,NO,4,9,2.3,3,0,0,3,3,9,3.0,0,0,6,1.8,0.3,0.0%,2022,RB,Full
146,J.J. Taylor,HOU,10,9,0.9,5,0,0,1,1,8,8.0,0,0,1,1.7,1.7,1.4%,2022,RB,Full
147,Jerome Ford,CLE,8,12,1.5,9,0,0,0,0,0,0,0,0,13,1.2,0.1,64.4%,2022,RB,Full
148,Jakob Johnson,FA,0,0,0,0,0,0,5,6,10,2.0,0,0,11,1.0,0.1,0.0%,2022,RB,Full
149,Keith Smith,FA,1,2,2.0,2,0,0,1,2,8,8.0,0,0,10,1.0,0.1,0.0%,2022,RB,Full
150,Reggie Bonnafon,FA,3,8,2.7,5,0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%,2022,RB,Full
151,Devine Ozigbo,FA,3,4,1.3,4,0,0,1,1,3,3.0,0,0,3,0.7,0.2,1.0%,2022,RB,Full
152,Godwin Igwebuike,FA,3,4,1.3,4,0,0,1,1,3,3.0,0,0,5,0.7,0.1,0.0%,2022,RB,Full
153,Kylin Hill,FA,1,7,7.0,7,0,0,0,0,0,0,0,0,1,0.7,0.7,0.0%,2022,RB,Full
154,Ty'Son Williams,FA,0,0,0,0,0,0,1,1,5,5.0,0,0,1,0.5,0.5,1.1%,2022,RB,Full
155,Duke Johnson Jr.,FA,2,4,2.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%,2022,RB,Full
156,Demetric Felton Jr.,WAS,1,-4,-4.0,0,0,0,2,4,8,4.0,0,0,6,0.4,0.1,0.0%,2022,RB,Full
157,Damien Williams,FA,2,2,1.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2022,RB,Full
158,Jordan Howard,FA,1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.0%,2022,RB,Full
159,Kirk Merritt,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,RB,Full
160,La'Mical Perine,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,RB,Full
161,Sandro Platzgummer,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2022,RB,Full
162,Jermar Jefferson,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2022,RB,Full
163,Rico Dowdle,DAL,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,73.9%,2022,RB,Full
164,Ben Mason,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,RB,Full
165,Jake Funk,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,RB,Full
166,Jashaun Corbin,FA,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,RB,Full
167,John Lovett,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2022,RB,Full
168,Brittain Brown,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.2%,2022,RB,Full
169,Troy Hairston II,CLE,0,0,0,0,0,0,5,8,19,3.8,0,0,12,0.0,0.0,1.0%,2022,RB,Full
170,Velus Jones Jr.,CAR,9,103,11.4,42,1,1,7,14,107,15.3,1,3,11,0.0,0.0,0.1%,2022,RB,Full
171,Bryant Koback,FA,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,RB,Full
172,Nick Bellore,WAS,1,3,3.0,3,0,0,0,0,0,0,0,0,12,0.0,0.0,4.0%,2022,RB,Full
173,Kenjon Barner,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,RB,Full
174,Jason Cabinda,FA,1,4,4.0,4,0,0,1,4,5,5.0,0,0,7,0.0,0.0,1.1%,2022,RB,Full
175,Brandin Bryant,FA,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,RB,Full
176,Qadree Ollison,FA,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2022,RB,Full
177,Khari Blasingame,FA,0,0,0,0,0,0,0,1,0,0,0,0,5,0.0,0.0,0.0%,2022,RB,Full
178,Andrew Beck,NYJ,2,0,0.0,1,0,0,5,11,69,13.8,0,0,9,0.0,0.0,0.0%,2022,RB,Full
179,Cullen Gillaspia,FA,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2022,RB,Full
180,Trenton Cannon,FA,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,RB,Full
181,J.P. Holtz,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,RB,Full
182,Taiwan Jones,FA,0,0,0,0,0,0,0,0,0,0,0,1,7,-2.0,-0.3,1.0%,2022,RB,Full
